"1992 - 1993  State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,22-Louisiana,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"63,XX,Louisiana,47079,105139,1272057"
"48,Tx,Texas,12847,29716,379643"
"28,Ms,Mississippi,3687,8403,91698"
"12,Fl,Florida,3115,6517,79720"
"06,Ca,California,2442,4836,56759"
"13,Ga,Georgia,2271,5106,58636"
"57,FR,Foreign,2164,4655,37675"
"01,Al,Alabama,1740,3956,54036"
"05,Ar,Arkansas,1686,3924,44903"
"47,Tn,Tennessee,1372,2998,38669"
"37,NC,North Carolina,1241,2780,32371"
"51,Va,Virginia,1197,2658,35684"
"40,Ok,Oklahoma,848,2016,22925"
"17,Il,Illinois,847,1803,22823"
"08,Co,Colorado,830,1821,23844"
"29,Mo,Missouri,768,1761,22866"
"45,SC,South Carolina,693,1718,18029"
"39,Oh,Ohio,678,1502,19753"
"36,NY,New York,672,1232,15314"
"53,Wa,Washington,631,1400,13649"
"42,Pa,Pennsylvania,528,1196,16298"
"26,Mi,Michigan,514,1152,16503"
"21,Ky,Kentucky,499,1218,12714"
"04,Az,Arizona,487,1088,13376"
"18,In,Indiana,424,986,11841"
"20,Ks,Kansas,417,1001,11125"
"24,Md,Maryland,415,865,11120"
"34,NJ,New Jersey,348,715,12770"
"35,NM,New Mexico,340,804,8959"
"32,Nv,Nevada,307,629,7704"
"15,Hi,Hawaii,280,610,6000"
"55,Wi,Wisconsin,239,488,5941"
"25,Ma,Massachusetts,237,379,5873"
"27,Mn,Minnesota,209,412,5719"
"02,Ak,Alaska,205,507,5485"
"41,Or,Oregon,198,376,4373"
"19,Ia,Iowa,190,446,5208"
"49,Ut,Utah,158,423,5161"
"31,Ne,Nebraska,158,370,4009"
"54,WV,West Virginia,151,360,4286"
"09,Ct,Connecticut,141,280,4757"
"16,Id,Idaho,125,298,3074"
"11,DC,District of Columbia,110,174,3222"
"38,ND,North Dakota,96,227,1810"
"23,Me,Maine,93,206,2281"
"56,Wy,Wyoming,86,200,2607"
"30,Mt,Montana,82,202,1897"
"10,De,Delaware,81,189,3072"
"46,SD,South Dakota,78,209,1666"
"33,NH,New Hampshire,70,132,1816"
"44,RI,Rhode Island,55,130,1680"
"50,Vt,Vermont,29,65,713"
"22,La S,tate Non-Migrant,1327979,3216931,39275670"
