"1992 - 1993  State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,01-Alabama,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"63,XX,Alabama,39014,84173,1037143"
"13,Ga,Georgia,6485,13510,165128"
"12,Fl,Florida,5319,10961,127481"
"47,Tn,Tennessee,3155,6848,93248"
"48,Tx,Texas,2717,6181,79247"
"28,Ms,Mississippi,2228,4841,54793"
"57,FR,Foreign,2138,4786,50137"
"37,NC,North Carolina,1596,3487,45149"
"51,Va,Virginia,1323,3017,42373"
"22,La,Louisiana,1259,2752,34748"
"06,Ca,California,1257,2462,31991"
"45,SC,South Carolina,869,1897,27432"
"39,Oh,Ohio,784,1751,19814"
"17,Il,Illinois,716,1472,18056"
"21,Ky,Kentucky,702,1587,18616"
"08,Co,Colorado,593,1279,16222"
"36,NY,New York,568,1173,16227"
"26,Mi,Michigan,515,1100,10077"
"18,In,Indiana,499,1101,12354"
"24,Md,Maryland,449,911,13076"
"42,Pa,Pennsylvania,444,990,14313"
"29,Mo,Missouri,438,1021,11780"
"05,Ar,Arkansas,435,1022,12256"
"53,Wa,Washington,415,922,10445"
"40,Ok,Oklahoma,415,943,9856"
"04,Az,Arizona,342,729,9231"
"20,Ks,Kansas,333,796,9580"
"15,Hi,Hawaii,307,702,7054"
"34,NJ,New Jersey,256,517,8418"
"02,Ak,Alaska,249,639,6340"
"25,Ma,Massachusetts,202,373,5940"
"55,Wi,Wisconsin,201,443,5792"
"35,NM,New Mexico,199,463,5226"
"27,Mn,Minnesota,165,334,4545"
"41,Or,Oregon,138,291,3441"
"49,Ut,Utah,136,362,4519"
"09,Ct,Connecticut,130,248,3683"
"19,Ia,Iowa,130,277,3694"
"54,WV,West Virginia,130,289,3503"
"32,Nv,Nevada,107,230,2287"
"31,Ne,Nebraska,93,233,2884"
"11,DC,District of Columbia,78,120,1854"
"16,Id,Idaho,75,199,2111"
"30,Mt,Montana,63,145,1652"
"10,De,Delaware,59,129,2086"
"23,Me,Maine,56,118,1680"
"46,SD,South Dakota,55,137,1552"
"38,ND,North Dakota,49,93,1548"
"56,Wy,Wyoming,45,102,1159"
"33,NH,New Hampshire,44,90,1208"
"44,RI,Rhode Island,30,58,759"
"50,Vt,Vermont,23,42,578"
"01,Al S,tate Non-Migrant,1374133,3232884,41638920"
