"1992 - 1993  State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,04-Arizona,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"63,XX,Arizona,60551,125265,1530431"
"06,Ca,California,10243,20063,255757"
"48,Tx,Texas,4599,9864,126184"
"08,Co,Colorado,3690,7407,96737"
"35,NM,New Mexico,3490,8988,71641"
"32,Nv,Nevada,2839,5698,79619"
"53,Wa,Washington,2676,5213,65671"
"57,FR,Foreign,2211,4843,54558"
"17,Il,Illinois,2050,3867,51445"
"12,Fl,Florida,2008,3958,54672"
"41,Or,Oregon,1702,3496,41226"
"49,Ut,Utah,1667,4090,37238"
"39,Oh,Ohio,1305,2608,33427"
"26,Mi,Michigan,1224,2382,28622"
"29,Mo,Missouri,1180,2480,28825"
"36,NY,New York,1140,1965,25975"
"27,Mn,Minnesota,1140,2102,29297"
"40,Ok,Oklahoma,1014,2254,23495"
"51,Va,Virginia,956,1973,30336"
"37,NC,North Carolina,915,2001,24167"
"13,Ga,Georgia,915,2019,27322"
"55,Wi,Wisconsin,908,1727,22936"
"18,In,Indiana,906,1914,22836"
"42,Pa,Pennsylvania,882,1714,22524"
"19,Ia,Iowa,817,1624,17669"
"16,Id,Idaho,806,1873,17471"
"20,Ks,Kansas,772,1673,19737"
"47,Tn,Tennessee,658,1458,20663"
"31,Ne,Nebraska,578,1148,12451"
"30,Mt,Montana,555,1161,12258"
"15,Hi,Hawaii,539,1071,12890"
"05,Ar,Arkansas,531,1239,12726"
"02,Ak,Alaska,518,1103,13203"
"24,Md,Maryland,486,957,14312"
"25,Ma,Massachusetts,470,795,12790"
"34,NJ,New Jersey,451,875,15474"
"21,Ky,Kentucky,419,961,10713"
"56,Wy,Wyoming,410,841,8537"
"01,Al,Alabama,355,770,9584"
"45,SC,South Carolina,344,743,8002"
"46,SD,South Dakota,342,681,7702"
"22,La,Louisiana,338,695,8112"
"28,Ms,Mississippi,278,590,6394"
"09,Ct,Connecticut,259,492,9192"
"38,ND,North Dakota,245,515,5378"
"33,NH,New Hampshire,154,291,4491"
"54,WV,West Virginia,134,282,3427"
"23,Me,Maine,123,242,2861"
"11,DC,District of Columbia,92,130,3864"
"50,Vt,Vermont,77,152,1578"
"44,RI,Rhode Island,76,147,2341"
"10,De,Delaware,64,130,2101"
"04,Az S,tate Non-Migrant,1253666,2881955,39924185"
