"1992 - 1993  State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,08-Colorado,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"63,XX,Colorado,59349,119994,1660900"
"48,Tx,Texas,5854,12895,185989"
"06,Ca,California,5833,10420,163625"
"04,Az,Arizona,3519,6679,94432"
"57,FR,Foreign,2837,6233,71120"
"12,Fl,Florida,2748,5314,76279"
"35,NM,New Mexico,2177,4557,50433"
"53,Wa,Washington,2115,4045,60067"
"17,Il,Illinois,1765,3276,50654"
"20,Ks,Kansas,1765,3859,41286"
"56,Wy,Wyoming,1470,3022,51754"
"31,Ne,Nebraska,1427,3034,32180"
"29,Mo,Missouri,1407,2982,38962"
"32,Nv,Nevada,1366,2584,39393"
"40,Ok,Oklahoma,1286,2716,30772"
"51,Va,Virginia,1265,2632,44748"
"49,Ut,Utah,1255,2768,33812"
"36,NY,New York,1206,2041,33635"
"13,Ga,Georgia,1204,2585,37200"
"27,Mn,Minnesota,1186,2345,34618"
"41,Or,Oregon,1153,2170,31874"
"39,Oh,Ohio,1124,2362,32380"
"26,Mi,Michigan,1005,2019,26601"
"37,NC,North Carolina,929,2033,27668"
"42,Pa,Pennsylvania,911,1770,27441"
"19,Ia,Iowa,886,1824,21288"
"55,Wi,Wisconsin,864,1779,22221"
"30,Mt,Montana,835,1706,21034"
"18,In,Indiana,750,1590,18206"
"47,Tn,Tennessee,698,1459,20001"
"16,Id,Idaho,697,1561,20298"
"25,Ma,Massachusetts,676,1103,21556"
"24,Md,Maryland,649,1301,21187"
"02,Ak,Alaska,606,1259,15516"
"22,La,Louisiana,578,1166,14328"
"05,Ar,Arkansas,539,1270,16208"
"15,Hi,Hawaii,533,1067,12647"
"46,SD,South Dakota,518,1055,11302"
"34,NJ,New Jersey,507,949,20144"
"01,Al,Alabama,502,1202,16229"
"21,Ky,Kentucky,462,1101,12279"
"45,SC,South Carolina,442,971,11533"
"28,Ms,Mississippi,345,687,7464"
"09,Ct,Connecticut,294,500,11639"
"38,ND,North Dakota,264,505,6110"
"33,NH,New Hampshire,183,349,5491"
"11,DC,District of Columbia,152,215,4081"
"23,Me,Maine,148,261,3229"
"54,WV,West Virginia,140,305,3660"
"50,Vt,Vermont,136,196,2464"
"44,RI,Rhode Island,71,137,1814"
"10,De,Delaware,67,135,2048"
"08,Co S,tate Non-Migrant,1229354,2695662,43498471"
