"1992 - 1993  State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,26-Michigan,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"63,XX,Michigan,74415,141832,2248705"
"12,Fl,Florida,9023,16290,318208"
"39,Oh,Ohio,5645,11021,184068"
"17,Il,Illinois,5017,8474,160313"
"06,Ca,California,4893,8231,139913"
"18,In,Indiana,4594,9328,140751"
"48,Tx,Texas,4161,8825,124018"
"47,Tn,Tennessee,2921,6345,89028"
"57,FR,Foreign,2801,5176,76919"
"13,Ga,Georgia,2478,4745,67580"
"55,Wi,Wisconsin,2474,4864,69073"
"04,Az,Arizona,2432,4315,66030"
"37,NC,North Carolina,2299,4488,66644"
"51,Va,Virginia,1939,3671,52853"
"08,Co,Colorado,1884,3393,48108"
"36,NY,New York,1875,3309,58206"
"42,Pa,Pennsylvania,1444,2920,58446"
"21,Ky,Kentucky,1337,2762,36039"
"53,Wa,Washington,1315,2378,31855"
"27,Mn,Minnesota,1250,2435,42172"
"29,Mo,Missouri,1166,2398,34994"
"45,SC,South Carolina,1079,2102,28866"
"01,Al,Alabama,1032,2159,24026"
"32,Nv,Nevada,866,1533,23407"
"24,Md,Maryland,840,1486,26388"
"25,Ma,Massachusetts,743,1237,26629"
"34,NJ,New Jersey,719,1381,30218"
"05,Ar,Arkansas,647,1413,15197"
"40,Ok,Oklahoma,575,1221,13416"
"22,La,Louisiana,564,1201,13724"
"20,Ks,Kansas,534,1119,16211"
"41,Or,Oregon,504,914,17458"
"19,Ia,Iowa,492,1050,14786"
"35,NM,New Mexico,445,876,10996"
"15,Hi,Hawaii,440,672,9366"
"28,Ms,Mississippi,431,920,9607"
"09,Ct,Connecticut,372,689,15921"
"02,Ak,Alaska,330,640,7448"
"54,WV,West Virginia,321,660,8632"
"49,Ut,Utah,320,663,8694"
"31,Ne,Nebraska,285,671,8719"
"30,Mt,Montana,271,573,6237"
"11,DC,District of Columbia,256,308,5529"
"16,Id,Idaho,247,588,6818"
"38,ND,North Dakota,192,451,4523"
"23,Me,Maine,170,343,4663"
"10,De,Delaware,159,357,6192"
"33,NH,New Hampshire,158,307,4841"
"56,Wy,Wyoming,152,305,3382"
"46,SD,South Dakota,144,313,4219"
"44,RI,Rhode Island,114,181,5547"
"50,Vt,Vermont,65,131,1827"
"26,Mi S,tate Non-Migrant,3252015,7279537,120090366"
