"1992 - 1993  State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,10-Delaware,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"63,XX,Delaware,10609,21024,372162"
"42,Pa,Pennsylvania,2153,4218,81268"
"24,Md,Maryland,1749,3360,47382"
"12,Fl,Florida,731,1351,23913"
"34,NJ,New Jersey,695,1325,25729"
"51,Va,Virginia,614,1193,19851"
"48,Tx,Texas,392,895,18829"
"57,FR,Foreign,378,836,10682"
"37,NC,North Carolina,374,821,14594"
"36,NY,New York,348,589,12287"
"06,Ca,California,334,595,11897"
"13,Ga,Georgia,263,542,9445"
"39,Oh,Ohio,216,426,8986"
"17,Il,Illinois,160,353,8910"
"45,SC,South Carolina,155,335,6057"
"25,Ma,Massachusetts,139,250,5372"
"47,Tn,Tennessee,134,296,4874"
"08,Co,Colorado,116,212,3511"
"26,Mi,Michigan,101,207,4792"
"54,WV,West Virginia,100,214,3328"
"04,Az,Arizona,98,171,2628"
"09,Ct,Connecticut,91,172,4049"
"53,Wa,Washington,86,159,5924"
"01,Al,Alabama,81,162,2433"
"18,In,Indiana,80,182,2926"
"29,Mo,Missouri,75,168,2458"
"21,Ky,Kentucky,72,168,1781"
"22,La,Louisiana,71,142,2521"
"55,Wi,Wisconsin,67,154,2215"
"11,DC,District of Columbia,66,94,1519"
"27,Mn,Minnesota,57,110,2017"
"15,Hi,Hawaii,50,91,1414"
"23,Me,Maine,46,99,1553"
"05,Ar,Arkansas,42,93,1170"
"40,Ok,Oklahoma,42,102,1834"
"41,Or,Oregon,40,70,1199"
"33,NH,New Hampshire,40,83,1558"
"28,Ms,Mississippi,40,101,1449"
"44,RI,Rhode Island,34,69,897"
"20,Ks,Kansas,34,71,889"
"19,Ia,Iowa,33,77,1425"
"35,NM,New Mexico,32,68,795"
"02,Ak,Alaska,30,86,790"
"32,Nv,Nevada,27,58,1077"
"49,Ut,Utah,23,64,1461"
"50,Vt,Vermont,18,38,548"
"16,Id,Idaho,17,32,532"
"30,Mt,Montana,16,29,344"
"31,Ne,Nebraska,16,34,431"
"56,Wy,Wyoming,15,25,296"
"46,SD,South Dakota,11,19,196"
"38,ND,North Dakota,7,15,126"
"10,De S,tate Non-Migrant,255924,558120,9647193"
