"1992 - 1993  State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,21-Kentucky,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"63,XX,Kentucky,38830,82851,1028071"
"47,Tn,Tennessee,4718,10259,109744"
"39,Oh,Ohio,4699,9071,117120"
"18,In,Indiana,4300,8962,110574"
"12,Fl,Florida,3085,6163,96478"
"57,FR,Foreign,2097,5018,41998"
"48,Tx,Texas,2013,4593,55369"
"13,Ga,Georgia,1622,3487,46504"
"37,NC,North Carolina,1387,3086,39292"
"17,Il,Illinois,1372,2743,35678"
"06,Ca,California,1165,2138,29895"
"51,Va,Virginia,1121,2456,31148"
"26,Mi,Michigan,818,1816,21524"
"01,Al,Alabama,775,1821,22712"
"29,Mo,Missouri,702,1551,19259"
"54,WV,West Virginia,673,1587,17711"
"45,SC,South Carolina,671,1451,16618"
"42,Pa,Pennsylvania,592,1352,19882"
"36,NY,New York,524,1023,14282"
"08,Co,Colorado,512,1124,13583"
"04,Az,Arizona,405,781,11159"
"22,La,Louisiana,392,876,9288"
"20,Ks,Kansas,382,984,12987"
"53,Wa,Washington,380,841,9662"
"24,Md,Maryland,371,739,10500"
"05,Ar,Arkansas,339,771,11226"
"28,Ms,Mississippi,335,736,12006"
"40,Ok,Oklahoma,327,748,7098"
"55,Wi,Wisconsin,318,718,9673"
"15,Hi,Hawaii,285,756,5878"
"27,Mn,Minnesota,231,484,7013"
"34,NJ,New Jersey,231,498,9031"
"02,Ak,Alaska,231,604,4661"
"25,Ma,Massachusetts,217,393,6211"
"19,Ia,Iowa,197,428,5453"
"35,NM,New Mexico,144,299,3022"
"32,Nv,Nevada,144,269,3246"
"41,Or,Oregon,135,288,3588"
"09,Ct,Connecticut,120,233,5677"
"31,Ne,Nebraska,110,232,3176"
"49,Ut,Utah,105,258,3221"
"16,Id,Idaho,78,184,1974"
"30,Mt,Montana,74,155,1764"
"23,Me,Maine,73,169,1935"
"56,Wy,Wyoming,60,113,1639"
"46,SD,South Dakota,56,129,1244"
"11,DC,District of Columbia,56,64,1241"
"38,ND,North Dakota,55,128,1084"
"33,NH,New Hampshire,44,93,1117"
"10,De,Delaware,44,84,1450"
"44,RI,Rhode Island,23,51,784"
"50,Vt,Vermont,22,44,692"
"21,Ky S,tate Non-Migrant,1228497,2815569,37428704"
