"1992 - 1993  State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,13-Georgia,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"63,XX,Georgia,82179,174420,2362922"
"12,Fl,Florida,12842,25890,383205"
"01,Al,Alabama,6574,14353,166510"
"47,Tn,Tennessee,5667,11833,152545"
"37,NC,North Carolina,5453,11473,168184"
"57,FR,Foreign,5326,12502,120927"
"45,SC,South Carolina,5113,10683,140903"
"48,Tx,Texas,5100,11686,162120"
"06,Ca,California,3289,6289,102591"
"51,Va,Virginia,3030,6443,93282"
"39,Oh,Ohio,2131,4556,63226"
"36,NY,New York,1998,3722,55833"
"17,Il,Illinois,1961,4018,62305"
"22,La,Louisiana,1721,3683,37909"
"21,Ky,Kentucky,1530,3434,38917"
"42,Pa,Pennsylvania,1438,3076,46717"
"24,Md,Maryland,1367,2791,41820"
"08,Co,Colorado,1263,2555,39441"
"26,Mi,Michigan,1242,2605,33278"
"28,Ms,Mississippi,1237,2695,29530"
"18,In,Indiana,1092,2393,30306"
"29,Mo,Missouri,1064,2373,33444"
"34,NJ,New Jersey,1020,2078,45844"
"53,Wa,Washington,966,2027,28483"
"04,Az,Arizona,806,1722,26105"
"40,Ok,Oklahoma,753,1646,17658"
"15,Hi,Hawaii,694,1746,16028"
"25,Ma,Massachusetts,686,1235,22311"
"05,Ar,Arkansas,631,1464,17637"
"55,Wi,Wisconsin,569,1219,17283"
"02,Ak,Alaska,559,1457,13137"
"20,Ks,Kansas,556,1298,15877"
"09,Ct,Connecticut,496,1013,22617"
"27,Mn,Minnesota,491,1030,16873"
"54,WV,West Virginia,417,908,9733"
"19,Ia,Iowa,337,808,9824"
"35,NM,New Mexico,313,756,9064"
"41,Or,Oregon,311,669,9262"
"32,Nv,Nevada,287,567,8176"
"11,DC,District of Columbia,263,367,6138"
"49,Ut,Utah,236,504,8335"
"31,Ne,Nebraska,197,460,5738"
"33,NH,New Hampshire,157,334,5274"
"16,Id,Idaho,149,313,3756"
"10,De,Delaware,149,309,4447"
"23,Me,Maine,145,288,5637"
"30,Mt,Montana,142,301,3846"
"44,RI,Rhode Island,110,233,3156"
"56,Wy,Wyoming,86,163,1485"
"46,SD,South Dakota,78,167,1893"
"38,ND,North Dakota,71,162,1581"
"50,Vt,Vermont,66,123,2731"
"13,Ga S,tate Non-Migrant,2240996,5141907,75593083"
