"1992 - 1993  State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,42-Pennsylvania,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"63,XX,Pennsylvania,94226,174143,3170899"
"34,NJ,New Jersey,11775,21469,426713"
"12,Fl,Florida,10250,18497,372679"
"36,NY,New York,7168,12764,211481"
"24,Md,Maryland,6014,10215,179584"
"51,Va,Virginia,5864,10443,167022"
"39,Oh,Ohio,4923,9480,156821"
"06,Ca,California,4782,7847,149837"
"37,NC,North Carolina,3792,7394,117132"
"57,FR,Foreign,3361,6117,102858"
"10,De,Delaware,3110,5665,100438"
"48,Tx,Texas,3055,6221,114981"
"13,Ga,Georgia,2413,4817,88824"
"17,Il,Illinois,1943,3681,80204"
"25,Ma,Massachusetts,1939,3224,74230"
"45,SC,South Carolina,1741,3404,65925"
"08,Co,Colorado,1645,2773,48090"
"04,Az,Arizona,1581,2836,47325"
"26,Mi,Michigan,1463,3112,58105"
"54,WV,West Virginia,1428,2817,38942"
"47,Tn,Tennessee,1245,2574,41177"
"18,In,Indiana,1229,2796,58076"
"09,Ct,Connecticut,1197,2233,58789"
"53,Wa,Washington,1048,1906,38196"
"21,Ky,Kentucky,809,1788,25777"
"29,Mo,Missouri,740,1512,26023"
"11,DC,District of Columbia,689,812,15794"
"01,Al,Alabama,672,1495,22105"
"55,Wi,Wisconsin,656,1406,24805"
"27,Mn,Minnesota,603,1242,25501"
"22,La,Louisiana,508,964,15488"
"32,Nv,Nevada,505,850,13977"
"35,NM,New Mexico,479,849,13357"
"20,Ks,Kansas,458,949,16483"
"40,Ok,Oklahoma,443,898,11577"
"15,Hi,Hawaii,436,738,10049"
"23,Me,Maine,429,783,12884"
"33,NH,New Hampshire,403,773,17209"
"41,Or,Oregon,377,682,12342"
"49,Ut,Utah,313,702,10225"
"19,Ia,Iowa,305,696,10748"
"28,Ms,Mississippi,305,624,8066"
"44,RI,Rhode Island,302,603,10898"
"05,Ar,Arkansas,288,604,9769"
"02,Ak,Alaska,280,468,6276"
"30,Mt,Montana,248,436,5217"
"50,Vt,Vermont,248,471,8783"
"16,Id,Idaho,190,393,5000"
"31,Ne,Nebraska,180,394,6559"
"56,Wy,Wyoming,176,315,24009"
"38,ND,North Dakota,118,204,2211"
"46,SD,South Dakota,100,207,2338"
"42,Pa S,tate Non-Migrant,4409247,9554677,154786166"
