"1992 - 1993  State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,36-NewYork,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"63,XX,New York,172503,323915,6600159"
"12,Fl,Florida,31139,59523,1037545"
"34,NJ,New Jersey,25498,50940,1265341"
"06,Ca,California,11678,18194,418644"
"42,Pa,Pennsylvania,10452,20982,415041"
"09,Ct,Connecticut,8148,15032,575510"
"57,FR,Foreign,8000,15239,295282"
"51,Va,Virginia,7259,13700,229893"
"37,NC,North Carolina,7106,14092,229350"
"25,Ma,Massachusetts,6377,9726,231668"
"48,Tx,Texas,5333,10617,186327"
"13,Ga,Georgia,5215,10336,173401"
"24,Md,Maryland,4059,7136,136311"
"39,Oh,Ohio,3170,6085,106756"
"17,Il,Illinois,3031,5287,165243"
"45,SC,South Carolina,2970,5909,88578"
"04,Az,Arizona,2785,5137,87741"
"08,Co,Colorado,2759,4541,87206"
"26,Mi,Michigan,1974,3908,71181"
"53,Wa,Washington,1905,3223,54027"
"47,Tn,Tennessee,1608,3302,52390"
"50,Vt,Vermont,1453,2547,46618"
"32,Nv,Nevada,1427,2608,41579"
"11,DC,District of Columbia,1266,1609,43852"
"01,Al,Alabama,1169,2365,31320"
"27,Mn,Minnesota,1146,2215,48839"
"18,In,Indiana,1089,2152,35775"
"33,NH,New Hampshire,1071,1959,40510"
"44,RI,Rhode Island,1035,1690,38393"
"29,Mo,Missouri,1018,2091,35719"
"23,Me,Maine,914,1746,30946"
"21,Ky,Kentucky,900,1793,29521"
"35,NM,New Mexico,891,1470,24105"
"55,Wi,Wisconsin,838,1594,29152"
"15,Hi,Hawaii,809,1391,18325"
"22,La,Louisiana,794,1527,20449"
"41,Or,Oregon,751,1263,19740"
"10,De,Delaware,696,1403,29775"
"20,Ks,Kansas,638,1372,19505"
"40,Ok,Oklahoma,627,1327,14585"
"49,Ut,Utah,438,865,13599"
"02,Ak,Alaska,416,819,8588"
"54,WV,West Virginia,409,844,12720"
"19,Ia,Iowa,405,762,11249"
"05,Ar,Arkansas,370,808,11066"
"28,Ms,Mississippi,321,682,7846"
"30,Mt,Montana,253,424,4745"
"31,Ne,Nebraska,251,500,7338"
"16,Id,Idaho,247,485,6743"
"56,Wy,Wyoming,151,276,5319"
"46,SD,South Dakota,135,232,2643"
"38,ND,North Dakota,109,187,2160"
"36,NY S,tate Non-Migrant,6226817,13319784,249754633"
