"1992 - 1993  State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,24-Maryland,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"63,XX,Maryland,72104,141650,2439699"
"51,Va,Virginia,11894,21570,387624"
"11,DC,District of Columbia,6724,12428,169865"
"42,Pa,Pennsylvania,6512,13106,221239"
"12,Fl,Florida,6447,12513,270825"
"57,FR,Foreign,3479,7762,110164"
"06,Ca,California,3393,6181,121798"
"37,NC,North Carolina,3242,6577,98649"
"36,NY,New York,2624,4533,81312"
"48,Tx,Texas,2514,5566,99786"
"10,De,Delaware,2078,3911,58167"
"13,Ga,Georgia,2034,4287,75652"
"54,WV,West Virginia,2023,4274,55925"
"34,NJ,New Jersey,1589,2931,65023"
"39,Oh,Ohio,1503,3150,56231"
"45,SC,South Carolina,1326,2906,42179"
"08,Co,Colorado,1160,2235,41995"
"17,Il,Illinois,1081,2068,45984"
"25,Ma,Massachusetts,1040,1814,39636"
"47,Tn,Tennessee,945,1973,30273"
"53,Wa,Washington,856,1682,30686"
"26,Mi,Michigan,703,1388,24379"
"04,Az,Arizona,670,1286,26051"
"18,In,Indiana,552,1213,19192"
"01,Al,Alabama,548,1240,19134"
"40,Ok,Oklahoma,542,1346,15193"
"29,Mo,Missouri,523,1053,20426"
"09,Ct,Connecticut,522,1028,24814"
"21,Ky,Kentucky,484,1077,15095"
"22,La,Louisiana,459,978,11945"
"15,Hi,Hawaii,429,982,13326"
"27,Mn,Minnesota,385,740,15595"
"35,NM,New Mexico,333,677,14831"
"55,Wi,Wisconsin,330,658,10541"
"20,Ks,Kansas,296,617,10959"
"41,Or,Oregon,286,543,9408"
"28,Ms,Mississippi,254,568,7943"
"23,Me,Maine,253,524,8694"
"32,Nv,Nevada,229,444,7661"
"49,Ut,Utah,223,451,7378"
"33,NH,New Hampshire,219,426,9131"
"19,Ia,Iowa,208,425,6973"
"05,Ar,Arkansas,205,473,6511"
"44,RI,Rhode Island,166,330,5980"
"02,Ak,Alaska,162,377,4685"
"31,Ne,Nebraska,140,305,4681"
"30,Mt,Montana,122,246,4046"
"16,Id,Idaho,109,237,4031"
"50,Vt,Vermont,108,204,3610"
"56,Wy,Wyoming,73,128,1722"
"38,ND,North Dakota,56,109,1293"
"46,SD,South Dakota,51,110,1458"
"24,Md S,tate Non-Migrant,1802043,3915250,72530875"
