"1992 - 1993  State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,34-NewJersey,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"63,XX,New Jersey,90863,171741,3740193"
"36,NY,New York,16417,28180,680236"
"42,Pa,Pennsylvania,13955,26289,520644"
"12,Fl,Florida,13611,25886,544886"
"06,Ca,California,4803,8276,211993"
"51,Va,Virginia,3868,7499,142368"
"37,NC,North Carolina,3599,7349,147592"
"57,FR,Foreign,3452,7542,128179"
"13,Ga,Georgia,2610,5372,116646"
"24,Md,Maryland,2549,4763,104606"
"48,Tx,Texas,2461,5395,118479"
"25,Ma,Massachusetts,2179,3724,103998"
"09,Ct,Connecticut,1789,3392,118156"
"17,Il,Illinois,1565,3119,84968"
"39,Oh,Ohio,1483,2986,76465"
"45,SC,South Carolina,1441,3026,60329"
"04,Az,Arizona,1311,2416,56874"
"08,Co,Colorado,1307,2250,45870"
"10,De,Delaware,1164,2057,36411"
"26,Mi,Michigan,818,1750,41803"
"47,Tn,Tennessee,809,1713,34618"
"53,Wa,Washington,718,1284,24264"
"32,Nv,Nevada,569,1020,19520"
"18,In,Indiana,539,1143,23609"
"11,DC,District of Columbia,521,657,14498"
"29,Mo,Missouri,478,973,22276"
"01,Al,Alabama,459,1049,17202"
"22,La,Louisiana,420,815,13342"
"21,Ky,Kentucky,419,893,17128"
"44,RI,Rhode Island,418,794,17119"
"33,NH,New Hampshire,414,758,20205"
"27,Mn,Minnesota,396,797,19238"
"50,Vt,Vermont,385,718,13518"
"23,Me,Maine,361,662,16815"
"15,Hi,Hawaii,360,710,11521"
"55,Wi,Wisconsin,345,715,15026"
"41,Or,Oregon,344,606,11560"
"35,NM,New Mexico,293,487,9459"
"40,Ok,Oklahoma,278,597,8673"
"54,WV,West Virginia,277,555,8191"
"20,Ks,Kansas,250,563,11474"
"28,Ms,Mississippi,225,476,8373"
"49,Ut,Utah,205,469,8891"
"05,Ar,Arkansas,184,394,6568"
"19,Ia,Iowa,170,338,6203"
"02,Ak,Alaska,162,371,4007"
"30,Mt,Montana,118,237,4496"
"31,Ne,Nebraska,117,227,4664"
"16,Id,Idaho,84,180,2778"
"56,Wy,Wyoming,71,99,1692"
"46,SD,South Dakota,52,96,1540"
"38,ND,North Dakota,40,74,1222"
"34,NJ S,tate Non-Migrant,2912810,6269946,130833999"
