"1992 - 1993  State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,49-Utah,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"63,XX,Utah,19362,45521,516195"
"06,Ca,California,2632,5414,64866"
"04,Az,Arizona,1504,3626,34777"
"16,Id,Idaho,1493,3917,31785"
"32,Nv,Nevada,1311,3007,34250"
"08,Co,Colorado,1297,3076,34990"
"53,Wa,Washington,1186,2731,37065"
"48,Tx,Texas,1139,2873,35474"
"41,Or,Oregon,746,1854,19375"
"57,FR,Foreign,651,1551,16023"
"35,NM,New Mexico,593,1715,17841"
"56,Wy,Wyoming,558,1306,16042"
"12,Fl,Florida,458,1011,12740"
"51,Va,Virginia,332,760,10107"
"30,Mt,Montana,330,766,7694"
"17,Il,Illinois,311,672,10023"
"39,Oh,Ohio,299,727,9885"
"13,Ga,Georgia,283,703,9023"
"29,Mo,Missouri,270,642,6432"
"36,NY,New York,247,479,6220"
"37,NC,North Carolina,245,567,6673"
"26,Mi,Michigan,203,503,5908"
"27,Mn,Minnesota,201,489,6481"
"42,Pa,Pennsylvania,198,452,5778"
"02,Ak,Alaska,196,463,4957"
"40,Ok,Oklahoma,185,479,4608"
"15,Hi,Hawaii,178,372,4642"
"55,Wi,Wisconsin,171,364,4697"
"47,Tn,Tennessee,156,351,4184"
"25,Ma,Massachusetts,154,305,4065"
"18,In,Indiana,153,412,4338"
"31,Ne,Nebraska,148,350,3574"
"24,Md,Maryland,141,312,4591"
"20,Ks,Kansas,141,356,3564"
"19,Ia,Iowa,136,344,3447"
"01,Al,Alabama,119,302,4092"
"21,Ky,Kentucky,103,241,2510"
"22,La,Louisiana,99,231,2332"
"34,NJ,New Jersey,97,179,3761"
"45,SC,South Carolina,94,216,2334"
"05,Ar,Arkansas,93,260,2714"
"46,SD,South Dakota,82,204,1750"
"09,Ct,Connecticut,72,161,2555"
"28,Ms,Mississippi,60,171,1695"
"38,ND,North Dakota,52,128,1082"
"11,DC,District of Columbia,51,69,962"
"23,Me,Maine,47,101,792"
"33,NH,New Hampshire,41,75,1015"
"50,Vt,Vermont,36,64,752"
"54,WV,West Virginia,31,78,696"
"10,De,Delaware,21,44,545"
"44,RI,Rhode Island,18,48,489"
"49,Ut S,tate Non-Migrant,531047,1462291,17792104"
