"1992 - 1993  State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,29-Missouri,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"63,XX,Missouri,54951,111554,1720564"
"20,Ks,Kansas,7931,15017,226198"
"17,Il,Illinois,5933,11576,174891"
"48,Tx,Texas,4520,9598,208455"
"06,Ca,California,2836,5075,77046"
"12,Fl,Florida,2685,5175,113011"
"05,Ar,Arkansas,2588,5812,59381"
"57,FR,Foreign,1912,4078,44954"
"40,Ok,Oklahoma,1828,3909,40523"
"08,Co,Colorado,1586,3015,42923"
"19,Ia,Iowa,1545,3233,38725"
"13,Ga,Georgia,1427,3007,50975"
"47,Tn,Tennessee,1382,2899,37946"
"18,In,Indiana,1296,2954,42434"
"04,Az,Arizona,1178,2187,28678"
"51,Va,Virginia,1134,2409,59737"
"39,Oh,Ohio,1132,2430,42432"
"37,NC,North Carolina,1058,2267,30058"
"26,Mi,Michigan,934,1900,30897"
"31,Ne,Nebraska,855,1815,23267"
"21,Ky,Kentucky,811,1762,24078"
"53,Wa,Washington,789,1597,22173"
"27,Mn,Minnesota,782,1638,27905"
"36,NY,New York,718,1285,23253"
"55,Wi,Wisconsin,655,1410,20299"
"42,Pa,Pennsylvania,645,1362,25205"
"22,La,Louisiana,591,1272,14221"
"01,Al,Alabama,576,1330,17370"
"28,Ms,Mississippi,533,1170,10796"
"24,Md,Maryland,480,885,17587"
"32,Nv,Nevada,444,798,13192"
"45,SC,South Carolina,433,906,12637"
"41,Or,Oregon,372,729,10070"
"35,NM,New Mexico,367,767,9826"
"34,NJ,New Jersey,340,687,15806"
"25,Ma,Massachusetts,339,616,14626"
"15,Hi,Hawaii,329,721,8661"
"49,Ut,Utah,245,515,7108"
"02,Ak,Alaska,237,541,4947"
"09,Ct,Connecticut,193,378,8942"
"46,SD,South Dakota,176,413,4418"
"56,Wy,Wyoming,175,376,3863"
"30,Mt,Montana,165,352,3278"
"16,Id,Idaho,155,339,5550"
"11,DC,District of Columbia,127,172,3107"
"38,ND,North Dakota,117,253,2673"
"54,WV,West Virginia,108,243,3379"
"10,De,Delaware,73,186,4117"
"23,Me,Maine,72,166,3491"
"33,NH,New Hampshire,66,160,2824"
"44,RI,Rhode Island,49,104,1849"
"50,Vt,Vermont,29,65,782"
"29,Mo S,tate Non-Migrant,1817806,4099814,60506416"
