"1992 - 1993  State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,47-Tennessee,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"63,XX,Tennessee,54604,115208,1496043"
"13,Ga,Georgia,5747,11802,163435"
"12,Fl,Florida,4465,8841,120467"
"21,Ky,Kentucky,4151,10088,96782"
"28,Ms,Mississippi,3990,8695,103735"
"48,Tx,Texas,3365,7358,100940"
"01,Al,Alabama,2936,6248,81977"
"37,NC,North Carolina,2836,6040,82060"
"51,Va,Virginia,2691,5707,71644"
"06,Ca,California,2188,4075,52179"
"05,Ar,Arkansas,1769,3867,43313"
"57,FR,Foreign,1750,3475,36042"
"39,Oh,Ohio,1609,3468,49352"
"17,Il,Illinois,1607,3304,41888"
"45,SC,South Carolina,1413,3012,40756"
"18,In,Indiana,1312,2888,37293"
"29,Mo,Missouri,1181,2485,29933"
"26,Mi,Michigan,1132,2396,33972"
"22,La,Louisiana,964,2080,25144"
"42,Pa,Pennsylvania,827,1693,27458"
"36,NY,New York,803,1503,24323"
"08,Co,Colorado,705,1376,22678"
"53,Wa,Washington,663,1337,21059"
"24,Md,Maryland,616,1137,20558"
"40,Ok,Oklahoma,605,1305,13901"
"04,Az,Arizona,544,1131,13694"
"20,Ks,Kansas,406,921,13478"
"55,Wi,Wisconsin,400,863,12393"
"34,NJ,New Jersey,358,689,13598"
"54,WV,West Virginia,327,757,7363"
"27,Mn,Minnesota,317,662,11324"
"15,Hi,Hawaii,277,600,6365"
"25,Ma,Massachusetts,267,481,9034"
"19,Ia,Iowa,249,580,6804"
"02,Ak,Alaska,224,549,6852"
"35,NM,New Mexico,212,427,5474"
"32,Nv,Nevada,202,359,6016"
"09,Ct,Connecticut,194,407,8591"
"41,Or,Oregon,182,349,4137"
"31,Ne,Nebraska,159,335,4020"
"49,Ut,Utah,138,313,3384"
"23,Me,Maine,110,238,2923"
"11,DC,District of Columbia,101,142,2522"
"16,Id,Idaho,101,228,2529"
"33,NH,New Hampshire,89,163,3594"
"30,Mt,Montana,86,179,2141"
"10,De,Delaware,83,162,2583"
"56,Wy,Wyoming,74,143,1587"
"46,SD,South Dakota,58,120,1534"
"38,ND,North Dakota,47,86,746"
"44,RI,Rhode Island,40,76,1281"
"50,Vt,Vermont,34,68,1187"
"47,Tn S,tate Non-Migrant,1759365,3967491,55205502"
