"1996 - 1997 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO: 31-NEBRASKA,,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"96,NE,NE Total Mig - US & For,20731,43526,622866"
"97,NE,NE Total Mig - US,19688,41527,606131"
"98,NE,NE Total Mig - Foreign,1043,1999,16735"
"31,NE,NE Non-Migrants,600973,1376307,23220583"
"19,IA,IOWA,3166,6051,86166"
"06,CA,CALIFORNIA,1741,3932,48258"
"08,CO,COLORADO,1686,3521,55834"
"48,TX,TEXAS,1284,2985,41494"
"20,KS,KANSAS,1192,2476,34398"
"57,FR,Foreign - Total,1043,1999,16735"
"46,SD,SOUTH DAKOTA,961,1894,24574"
"29,MO,MISSOURI,896,1877,27053"
"17,IL,ILLINOIS,699,1561,28917"
"27,MN,MINNESOTA,592,1164,21146"
"12,FL,FLORIDA,486,949,18017"
"04,AZ,ARIZONA,484,971,13703"
"56,WY,WYOMING,468,990,11612"
"40,OK,OKLAHOMA,370,927,10782"
"53,WA,WASHINGTON,354,774,10029"
"51,VA,VIRGINIA,321,747,13125"
"55,WI,WISCONSIN,274,576,10410"
"39,OH,OHIO,269,565,9642"
"18,IN,INDIANA,259,532,9087"
"26,MI,MICHIGAN,258,540,10244"
"36,NY,NEW YORK,244,468,8111"
"37,NC,NORTH CAROLINA,221,453,7712"
"38,ND,NORTH DAKOTA,221,477,6808"
"32,NV,NEVADA,220,440,5565"
"05,AR,ARKANSAS,211,454,5114"
"42,PA,PENNSYLVANIA,203,404,7386"
"35,NM,NEW MEXICO,199,456,4601"
"13,GA,GEORGIA,197,405,6678"
"30,MT,MONTANA,188,403,4813"
"47,TN,TENNESSEE,172,418,6315"
"49,UT,UTAH,169,444,4728"
"41,OR,OREGON,157,354,4049"
"24,MD,MARYLAND,152,349,6162"
"22,LA,LOUISIANA,137,275,3907"
"28,MS,MISSISSIPPI,134,292,2984"
"01,AL,ALABAMA,129,307,4316"
"34,NJ,NEW JERSEY,123,248,5138"
"21,KY,KENTUCKY,111,245,3497"
"16,ID,IDAHO,107,241,2274"
"45,SC,SOUTH CAROLINA,107,240,4200"
"15,HI,HAWAII,99,211,2672"
"02,AK,ALASKA,95,230,3081"
"25,MA,MASSACHUSETTS,80,161,3510"
"09,CT,CONNECTICUT,70,130,2683"
"44,RI,RHODE ISLAND,35,80,1241"
"23,ME,MAINE,33,79,642"
"54,WV,WEST VIRGINIA,32,72,597"
"11,DC,DISTRICT OF COLUMBIA,29,49,1072"
"33,NH,NEW HAMPSHIRE,24,46,870"
"10,DE,DELAWARE,23,56,815"
"50,VT,VERMONT,6,8,100"
