"ARIZONA INFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Inflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Destination into Arizona (State Code)","Origin from","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"4.0","96.0","AZ","AZ Total Mig - US & For","85145.0","161552.0","4129920.0"
"4.0","97.0","AZ","AZ Total Mig - US","83528.0","158038.0","4045406.0"
"4.0","98.0","AZ","AZ Total Mig - Foreign","1617.0","3514.0","84514.0"
"4.0","4.0","AZ","AZ Non-Migrants","2037603.0","4610282.0","108742635.0"
"4.0","6.0","CA","CALIFORNIA","15921.0","30618.0","835477.0"
"4.0","48.0","TX","TEXAS","5445.0","11024.0","250864.0"
"4.0","53.0","WA","WASHINGTON","4198.0","7905.0","191359.0"
"4.0","8.0","CO","COLORADO","4034.0","7769.0","196719.0"
"4.0","17.0","IL","ILLINOIS","3970.0","7119.0","214634.0"
"4.0","35.0","NM","NEW MEXICO","3388.0","7094.0","119725.0"
"4.0","32.0","NV","NEVADA","3059.0","6084.0","134332.0"
"4.0","12.0","FL","FLORIDA","2941.0","5215.0","135519.0"
"4.0","26.0","MI","MICHIGAN","2649.0","4629.0","118032.0"
"4.0","36.0","NY","NEW YORK","2458.0","4168.0","133722.0"
"4.0","49.0","UT","UTAH","2319.0","5433.0","88278.0"
"4.0","39.0","OH","OHIO","2272.0","3931.0","129577.0"
"4.0","41.0","OR","OREGON","2165.0","3931.0","100994.0"
"4.0","27.0","MN","MINNESOTA","1787.0","3150.0","110451.0"
"4.0","42.0","PA","PENNSYLVANIA","1735.0","3007.0","88881.0"
"4.0","55.0","WI","WISCONSIN","1675.0","2908.0","79745.0"
"4.0","57.0","FR","Foreign","1617.0","3514.0","84514.0"
"4.0","29.0","MO","MISSOURI","1449.0","2712.0","69446.0"
"4.0","37.0","NC","NORTH CAROLINA","1410.0","2845.0","62737.0"
"4.0","18.0","IN","INDIANA","1387.0","2561.0","62245.0"
"4.0","51.0","VA","VIRGINIA","1383.0","2554.0","75704.0"
"4.0","13.0","GA","GEORGIA","1325.0","2682.0","63041.0"
"4.0","34.0","NJ","NEW JERSEY","1087.0","1902.0","68293.0"
"4.0","19.0","IA","IOWA","1049.0","1812.0","44238.0"
"4.0","20.0","KS","KANSAS","1006.0","1876.0","45356.0"
"4.0","16.0","ID","IDAHO","1000.0","2100.0","35348.0"
"4.0","25.0","MA","MASSACHUSETTS","959.0","1596.0","60844.0"
"4.0","40.0","OK","OKLAHOMA","872.0","1805.0","37172.0"
"4.0","47.0","TN","TENNESSEE","839.0","1582.0","34274.0"
"4.0","31.0","NE","NEBRASKA","802.0","1474.0","40530.0"
"4.0","24.0","MD","MARYLAND","756.0","1340.0","47085.0"
"4.0","15.0","HI","HAWAII","698.0","1398.0","28205.0"
"4.0","2.0","AK","ALASKA","689.0","1356.0","35689.0"
"4.0","30.0","MT","MONTANA","681.0","1180.0","26186.0"
"4.0","46.0","SD","SOUTH DAKOTA","586.0","1014.0","25256.0"
"4.0","21.0","KY","KENTUCKY","556.0","1113.0","23751.0"
"4.0","56.0","WY","WYOMING","547.0","1019.0","23325.0"
"4.0","9.0","CT","CONNECTICUT","543.0","932.0","33942.0"
"4.0","45.0","SC","SOUTH CAROLINA","536.0","1060.0","23665.0"
"4.0","5.0","AR","ARKANSAS","479.0","952.0","19107.0"
"4.0","1.0","AL","ALABAMA","454.0","921.0","18241.0"
"4.0","22.0","LA","LOUISIANA","448.0","879.0","21970.0"
"4.0","28.0","MS","MISSISSIPPI","352.0","652.0","13045.0"
"4.0","38.0","ND","NORTH DAKOTA","338.0","579.0","15470.0"
"4.0","33.0","NH","NEW HAMPSHIRE","295.0","485.0","11402.0"
"4.0","23.0","ME","MAINE","244.0","414.0","9082.0"
"4.0","44.0","RI","RHODE ISLAND","165.0","282.0","9522.0"
"4.0","11.0","DC","DISTRICT OF COLUMBIA","151.0","228.0","9033.0"
"4.0","54.0","WV","WEST VIRGINIA","146.0","247.0","11500.0"
"4.0","10.0","DE","DELAWARE","141.0","257.0","7561.0"
"4.0","50.0","VT","VERMONT","139.0","244.0","4831.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
