" 2008- 2009 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,40-Oklahoma,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"96,OK,OK Total Mig - US & For,44143,91437,1679060"
"97,OK,OK Total Mig - US,42083,88055,1633543"
"98,OK,OK Total Mig - Foreign,2060,3382,45517"
"40,OK,OK Non-Migrants,1236725,2731802,65509159"
"48,TX,TEXAS,9961,20711,437429"
"06,CA,CALIFORNIA,3362,7136,116118"
"05,AR,ARKANSAS,2866,6202,88598"
"20,KS,KANSAS,2850,6015,106297"
"29,MO,MISSOURI,2278,4722,82233"
"57,FR,Foreign,2060,3382,45517"
"12,FL,FLORIDA,1970,3840,70151"
"08,CO,COLORADO,1392,2876,57450"
"04,AZ,ARIZONA,1137,2438,38961"
"13,GA,GEORGIA,985,2336,36396"
"17,IL,ILLINOIS,961,1896,37598"
"53,WA,WASHINGTON,837,1795,34383"
"37,NC,NORTH CAROLINA,819,1883,30229"
"47,TN,TENNESSEE,771,1675,28810"
"35,NM,NEW MEXICO,744,1616,31285"
"51,VA,VIRGINIA,742,1609,35444"
"22,LA,LOUISIANA,731,1529,32201"
"36,NY,NEW YORK,731,1461,27940"
"26,MI,MICHIGAN,706,1450,25069"
"39,OH,OHIO,631,1238,23792"
"32,NV,NEVADA,562,1134,21299"
"18,IN,INDIANA,488,1004,17916"
"42,PA,PENNSYLVANIA,424,758,16780"
"19,IA,IOWA,416,820,17161"
"01,AL,ALABAMA,397,827,15431"
"41,OR,OREGON,368,712,11059"
"27,MN,MINNESOTA,366,795,12720"
"28,MS,MISSISSIPPI,366,756,12537"
"31,NE,NEBRASKA,363,778,14177"
"45,SC,SOUTH CAROLINA,351,799,13683"
"55,WI,WISCONSIN,336,637,12120"
"24,MD,MARYLAND,319,601,12327"
"21,KY,KENTUCKY,302,705,11762"
"49,UT,UTAH,291,673,10134"
"02,AK,ALASKA,267,603,13481"
"34,NJ,NEW JERSEY,259,485,12289"
"15,HI,HAWAII,241,558,9351"
"56,WY,WYOMING,196,389,8150"
"25,MA,MASSACHUSETTS,194,337,9033"
"16,ID,IDAHO,188,399,5501"
"46,SD,SOUTH DAKOTA,158,324,7181"
"30,MT,MONTANA,151,338,5106"
"09,CT,CONNECTICUT,118,244,5518"
"38,ND,NORTH DAKOTA,98,202,4222"
"54,WV,WEST VIRGINIA,93,184,4051"
"23,ME,MAINE,77,148,2563"
"33,NH,NEW HAMPSHIRE,69,125,2061"
"44,RI,RHODE ISLAND,49,104,2237"
"10,DE,DELAWARE,44,89,1523"
"50,VT,VERMONT,32,63,830"
"11,DC,DISTRICT OF COLUMBIA,26,36,954"
