" 2008- 2009 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,05-Arkansas,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"96,AR,AR Total Mig - US & For,32006,65116,1305994"
"97,AR,AR Total Mig - US,30988,63549,1282161"
"98,AR,AR Total Mig - Foreign,1018,1567,23834"
"05,AR,AR Non-Migrants,968501,2145868,45562945"
"48,TX,TEXAS,5395,11093,287450"
"29,MO,MISSOURI,2754,5575,86326"
"40,OK,OKLAHOMA,2560,5251,89174"
"06,CA,CALIFORNIA,2019,4245,75265"
"47,TN,TENNESSEE,1878,3644,69183"
"12,FL,FLORIDA,1550,3064,56542"
"22,LA,LOUISIANA,1338,2878,55938"
"17,IL,ILLINOIS,1179,2364,50590"
"28,MS,MISSISSIPPI,1110,2337,39641"
"57,FR,Foreign,1018,1567,23834"
"13,GA,GEORGIA,825,1835,34105"
"20,KS,KANSAS,730,1469,30179"
"04,AZ,ARIZONA,626,1276,22620"
"26,MI,MICHIGAN,603,1287,22426"
"37,NC,NORTH CAROLINA,560,1220,24194"
"08,CO,COLORADO,511,1051,20682"
"01,AL,ALABAMA,499,1098,21415"
"18,IN,INDIANA,489,987,18177"
"39,OH,OHIO,463,951,25806"
"51,VA,VIRGINIA,442,880,20097"
"36,NY,NEW YORK,407,775,18302"
"55,WI,WISCONSIN,399,762,18120"
"53,WA,WASHINGTON,386,788,14465"
"21,KY,KENTUCKY,352,747,15380"
"42,PA,PENNSYLVANIA,331,638,15789"
"27,MN,MINNESOTA,322,640,14444"
"32,NV,NEVADA,312,598,10872"
"19,IA,IOWA,301,583,12181"
"45,SC,SOUTH CAROLINA,268,585,13768"
"35,NM,NEW MEXICO,240,482,8870"
"31,NE,NEBRASKA,217,474,9343"
"41,OR,OREGON,197,396,5271"
"24,MD,MARYLAND,191,393,8459"
"34,NJ,NEW JERSEY,190,392,12384"
"49,UT,UTAH,160,383,5430"
"02,AK,ALASKA,140,303,5868"
"15,HI,HAWAII,127,269,3645"
"25,MA,MASSACHUSETTS,116,208,5654"
"16,ID,IDAHO,105,230,4053"
"56,WY,WYOMING,104,213,4156"
"09,CT,CONNECTICUT,94,185,6837"
"30,MT,MONTANA,88,204,3294"
"46,SD,SOUTH DAKOTA,68,149,2177"
"23,ME,MAINE,57,142,3157"
"33,NH,NEW HAMPSHIRE,51,79,1712"
"54,WV,WEST VIRGINIA,50,99,1506"
"44,RI,RHODE ISLAND,43,75,1311"
"38,ND,NORTH DAKOTA,40,78,1681"
"11,DC,DISTRICT OF COLUMBIA,35,55,1484"
"50,VT,VERMONT,35,54,1019"
"10,DE,DELAWARE,31,65,1721"
