" 2008- 2009 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,48-Texas,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"96,TX,TX Total Mig - US & For,238360,486359,11267351"
"97,TX,TX Total Mig - US,219308,456286,10667787"
"98,TX,TX Total Mig - Foreign,19052,30073,599564"
"48,TX,TX Non-Migrants,8164269,18749567,463842126"
"06,CA,CALIFORNIA,26737,56682,1316386"
"57,FR,Foreign,19052,30073,599564"
"12,FL,FLORIDA,17318,35455,730009"
"22,LA,LOUISIANA,11813,24485,538274"
"40,OK,OKLAHOMA,10029,20164,468619"
"17,IL,ILLINOIS,8323,17154,498060"
"13,GA,GEORGIA,8133,18622,377599"
"04,AZ,ARIZONA,7744,16933,349336"
"08,CO,COLORADO,7498,15813,370367"
"36,NY,NEW YORK,7491,14129,412660"
"51,VA,VIRGINIA,6937,14640,411287"
"35,NM,NEW MEXICO,6744,14345,286143"
"26,MI,MICHIGAN,6324,13056,310235"
"37,NC,NORTH CAROLINA,6298,14001,277060"
"05,AR,ARKANSAS,5878,12223,244915"
"29,MO,MISSOURI,5405,10906,273504"
"39,OH,OHIO,5338,10261,273728"
"53,WA,WASHINGTON,5200,10953,261231"
"47,TN,TENNESSEE,4691,9665,207560"
"20,KS,KANSAS,4446,9552,206868"
"42,PA,PENNSYLVANIA,3988,7637,226067"
"18,IN,INDIANA,3756,7706,163041"
"32,NV,NEVADA,3605,7396,146146"
"24,MD,MARYLAND,3428,7024,196109"
"28,MS,MISSISSIPPI,3364,7061,128479"
"34,NJ,NEW JERSEY,3273,6837,251564"
"01,AL,ALABAMA,3263,7000,151837"
"27,MN,MINNESOTA,2937,5942,140221"
"55,WI,WISCONSIN,2750,5532,126151"
"45,SC,SOUTH CAROLINA,2498,5304,111246"
"25,MA,MASSACHUSETTS,2416,4451,152442"
"21,KY,KENTUCKY,2338,5191,105743"
"19,IA,IOWA,2100,4129,88223"
"49,UT,UTAH,2008,4780,94252"
"15,HI,HAWAII,1990,4496,82701"
"41,OR,OREGON,1900,3774,83580"
"31,NE,NEBRASKA,1867,3977,86462"
"09,CT,CONNECTICUT,1354,2702,121755"
"02,AK,ALASKA,1260,2727,69558"
"16,ID,IDAHO,1004,2253,42620"
"56,WY,WYOMING,824,1753,43469"
"30,MT,MONTANA,714,1367,24973"
"23,ME,MAINE,612,1218,24378"
"46,SD,SOUTH DAKOTA,599,1172,22664"
"33,NH,NEW HAMPSHIRE,550,1052,29009"
"11,DC,DISTRICT OF COLUMBIA,545,760,40244"
"54,WV,WEST VIRGINIA,535,1069,27846"
"38,ND,NORTH DAKOTA,481,990,19626"
"44,RI,RHODE ISLAND,406,782,21485"
"10,DE,DELAWARE,388,790,21846"
"50,VT,VERMONT,208,375,10209"
