" 2008- 2009 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,01-Alabama,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"96,AL,AL Total Mig - US & For,47239,97426,2035450"
"97,AL,AL Total Mig - US,45438,94246,1981845"
"98,AL,AL Total Mig - Foreign,1801,3180,53605"
"01,AL,AL Non-Migrants,1632467,3629748,83764352"
"13,GA,GEORGIA,7680,16153,288562"
"12,FL,FLORIDA,7075,13960,274399"
"47,TN,TENNESSEE,3470,6928,156233"
"28,MS,MISSISSIPPI,2991,6139,115773"
"48,TX,TEXAS,2829,6226,142592"
"57,FR,Foreign,1801,3180,53605"
"06,CA,CALIFORNIA,1748,3581,80865"
"37,NC,NORTH CAROLINA,1615,3525,69253"
"51,VA,VIRGINIA,1471,3178,91428"
"22,LA,LOUISIANA,1249,2606,61937"
"26,MI,MICHIGAN,1233,2606,44363"
"39,OH,OHIO,1134,2270,51186"
"17,IL,ILLINOIS,1048,2105,47937"
"36,NY,NEW YORK,1037,2027,42898"
"45,SC,SOUTH CAROLINA,949,2072,43219"
"21,KY,KENTUCKY,791,1680,31950"
"18,IN,INDIANA,746,1525,31189"
"29,MO,MISSOURI,653,1321,28602"
"24,MD,MARYLAND,579,1202,35009"
"42,PA,PENNSYLVANIA,566,1178,31052"
"08,CO,COLORADO,524,1213,28200"
"53,WA,WASHINGTON,500,1109,23199"
"04,AZ,ARIZONA,496,1089,24243"
"05,AR,ARKANSAS,458,970,20048"
"34,NJ,NEW JERSEY,375,733,20845"
"40,OK,OKLAHOMA,357,771,13391"
"20,KS,KANSAS,347,766,15162"
"55,WI,WISCONSIN,329,672,13717"
"15,HI,HAWAII,296,696,13894"
"32,NV,NEVADA,272,555,12239"
"25,MA,MASSACHUSETTS,256,476,11950"
"27,MN,MINNESOTA,239,449,9501"
"02,AK,ALASKA,218,542,10688"
"35,NM,NEW MEXICO,211,475,11870"
"09,CT,CONNECTICUT,201,368,10058"
"19,IA,IOWA,193,389,11707"
"49,UT,UTAH,173,406,8711"
"41,OR,OREGON,158,331,7014"
"31,NE,NEBRASKA,148,321,9912"
"54,WV,WEST VIRGINIA,144,304,6513"
"23,ME,MAINE,85,152,2921"
"33,NH,NEW HAMPSHIRE,80,143,3453"
"30,MT,MONTANA,79,157,3101"
"16,ID,IDAHO,73,172,2826"
"10,DE,DELAWARE,66,133,3425"
"11,DC,DISTRICT OF COLUMBIA,59,90,3677"
"56,WY,WYOMING,55,102,2465"
"44,RI,RHODE ISLAND,50,78,2303"
"46,SD,SOUTH DAKOTA,49,113,2443"
"38,ND,NORTH DAKOTA,45,113,2269"
"50,VT,VERMONT,38,76,1655"
