" 2008- 2009 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,29-Missouri,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"96,MO,MO Total Mig - US & For,63224,119323,2755819"
"97,MO,MO Total Mig - US,60585,115387,2699576"
"98,MO,MO Total Mig - Foreign,2639,3936,56242"
"29,MO,MO Non-Migrants,2198158,4683713,121641746"
"20,KS,KANSAS,9605,17099,398892"
"17,IL,ILLINOIS,7973,13714,325869"
"48,TX,TEXAS,3981,8179,178229"
"06,CA,CALIFORNIA,3609,6740,155289"
"12,FL,FLORIDA,3022,5610,123214"
"57,FR,Foreign,2639,3936,56242"
"05,AR,ARKANSAS,2596,5259,79357"
"19,IA,IOWA,2023,3815,86196"
"40,OK,OKLAHOMA,1894,3898,81581"
"47,TN,TENNESSEE,1444,2838,70931"
"51,VA,VIRGINIA,1427,2960,129060"
"08,CO,COLORADO,1406,2730,59884"
"13,GA,GEORGIA,1372,2898,63747"
"39,OH,OHIO,1357,2631,79893"
"04,AZ,ARIZONA,1350,2552,53482"
"26,MI,MICHIGAN,1316,2662,59401"
"18,IN,INDIANA,1263,2494,57947"
"37,NC,NORTH CAROLINA,1108,2307,49104"
"36,NY,NEW YORK,1073,1889,49739"
"31,NE,NEBRASKA,1072,1986,44114"
"55,WI,WISCONSIN,912,1767,50499"
"53,WA,WASHINGTON,906,1825,52318"
"42,PA,PENNSYLVANIA,828,1656,41582"
"27,MN,MINNESOTA,812,1441,38834"
"21,KY,KENTUCKY,784,1595,32002"
"22,LA,LOUISIANA,708,1451,37224"
"01,AL,ALABAMA,612,1238,24578"
"32,NV,NEVADA,601,1121,22157"
"28,MS,MISSISSIPPI,547,1199,23595"
"24,MD,MARYLAND,455,854,26085"
"45,SC,SOUTH CAROLINA,440,861,17309"
"34,NJ,NEW JERSEY,408,805,27399"
"49,UT,UTAH,391,952,15141"
"41,OR,OREGON,388,715,11706"
"25,MA,MASSACHUSETTS,352,589,24821"
"35,NM,NEW MEXICO,342,661,13599"
"15,HI,HAWAII,327,693,12650"
"02,AK,ALASKA,241,555,9407"
"46,SD,SOUTH DAKOTA,228,448,8302"
"09,CT,CONNECTICUT,215,389,17087"
"16,ID,IDAHO,191,396,5862"
"56,WY,WYOMING,160,322,5556"
"30,MT,MONTANA,148,304,2390"
"38,ND,NORTH DAKOTA,114,241,5334"
"11,DC,DISTRICT OF COLUMBIA,112,148,6246"
"54,WV,WEST VIRGINIA,112,255,4989"
"33,NH,NEW HAMPSHIRE,99,193,5918"
"23,ME,MAINE,86,137,2432"
"10,DE,DELAWARE,81,161,4281"
"50,VT,VERMONT,48,76,2007"
"44,RI,RHODE ISLAND,46,78,2338"
