" 2008- 2009 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,44-RhodeIsland,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"96,RI,RI Total Mig - US & For,12510,20970,588189"
"97,RI,RI Total Mig - US,11809,19880,570371"
"98,RI,RI Total Mig - Foreign,701,1090,17818"
"44,RI,RI Non-Migrants,407788,815516,23923031"
"25,MA,MASSACHUSETTS,3658,5674,166003"
"09,CT,CONNECTICUT,1198,1847,61896"
"36,NY,NEW YORK,1063,1773,53006"
"12,FL,FLORIDA,1045,1842,36061"
"57,FR,Foreign,701,1090,17818"
"06,CA,CALIFORNIA,579,1109,27718"
"34,NJ,NEW JERSEY,364,567,18756"
"42,PA,PENNSYLVANIA,336,525,18212"
"51,VA,VIRGINIA,327,693,19694"
"37,NC,NORTH CAROLINA,260,544,9374"
"33,NH,NEW HAMPSHIRE,259,400,13491"
"48,TX,TEXAS,246,457,12889"
"13,GA,GEORGIA,191,405,7544"
"23,ME,MAINE,187,276,6854"
"17,IL,ILLINOIS,179,311,10226"
"24,MD,MARYLAND,162,312,11683"
"39,OH,OHIO,144,248,18180"
"53,WA,WASHINGTON,141,271,8280"
"04,AZ,ARIZONA,119,218,10048"
"50,VT,VERMONT,113,177,4425"
"45,SC,SOUTH CAROLINA,105,201,3790"
"26,MI,MICHIGAN,103,197,6348"
"08,CO,COLORADO,102,165,5104"
"47,TN,TENNESSEE,86,173,2827"
"15,HI,HAWAII,69,160,3859"
"32,NV,NEVADA,67,107,2850"
"55,WI,WISCONSIN,64,98,3001"
"29,MO,MISSOURI,57,107,2301"
"18,IN,INDIANA,56,112,2501"
"27,MN,MINNESOTA,53,75,2526"
"41,OR,OREGON,48,75,1517"
"11,DC,DISTRICT OF COLUMBIA,44,54,2619"
"01,AL,ALABAMA,40,75,1176"
"21,KY,KENTUCKY,38,55,1796"
"22,LA,LOUISIANA,35,73,1222"
"19,IA,IOWA,32,56,1940"
"28,MS,MISSISSIPPI,30,59,1088"
"35,NM,NEW MEXICO,29,51,1886"
"20,KS,KANSAS,25,45,1244"
"02,AK,ALASKA,20,48,1336"
"05,AR,ARKANSAS,20,36,739"
"31,NE,NEBRASKA,18,35,929"
"40,OK,OKLAHOMA,18,39,707"
"49,UT,UTAH,18,34,829"
"10,DE,DELAWARE,17,27,468"
"30,MT,MONTANA,11,16,213"
"54,WV,WEST VIRGINIA,11,14,271"
"16,ID,IDAHO,10,19,470"
"56,WY,WYOMING,6,10,325"
"38,ND,NORTH DAKOTA,3,5,59"
"46,SD,SOUTH DAKOTA,3,10,88"
