" 2008- 2009 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,26-Michigan,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"96,MI,MI Total Mig - US & For,58832,103378,2427162"
"97,MI,MI Total Mig - US,50280,93110,2265977"
"98,MI,MI Total Mig - Foreign,8552,10268,161185"
"26,MI,MI Non-Migrants,3753886,8076187,205888008"
"57,FR,Foreign,8552,10268,161185"
"12,FL,FLORIDA,5636,9691,212097"
"39,OH,OHIO,4506,8366,220034"
"17,IL,ILLINOIS,3987,7000,223065"
"18,IN,INDIANA,3644,7333,161777"
"06,CA,CALIFORNIA,3399,5993,170798"
"48,TX,TEXAS,2568,5110,113255"
"36,NY,NEW YORK,1855,3208,106854"
"55,WI,WISCONSIN,1818,3343,79227"
"04,AZ,ARIZONA,1685,2976,59416"
"13,GA,GEORGIA,1651,3303,63205"
"37,NC,NORTH CAROLINA,1562,2846,57663"
"47,TN,TENNESSEE,1529,3107,53439"
"51,VA,VIRGINIA,1230,2403,68373"
"42,PA,PENNSYLVANIA,1162,2162,63024"
"08,CO,COLORADO,1003,1744,38521"
"27,MN,MINNESOTA,856,1528,42628"
"29,MO,MISSOURI,856,1681,37956"
"21,KY,KENTUCKY,824,1626,33108"
"32,NV,NEVADA,787,1407,28861"
"53,WA,WASHINGTON,741,1361,33460"
"45,SC,SOUTH CAROLINA,723,1362,26045"
"01,AL,ALABAMA,649,1311,22107"
"34,NJ,NEW JERSEY,642,1202,38626"
"25,MA,MASSACHUSETTS,618,978,33831"
"24,MD,MARYLAND,616,1063,35339"
"19,IA,IOWA,462,904,22732"
"22,LA,LOUISIANA,376,768,14222"
"05,AR,ARKANSAS,366,721,13209"
"41,OR,OREGON,365,638,12702"
"40,OK,OKLAHOMA,355,761,13667"
"20,KS,KANSAS,341,692,16691"
"09,CT,CONNECTICUT,330,605,24179"
"28,MS,MISSISSIPPI,329,651,10980"
"15,HI,HAWAII,302,542,9843"
"49,UT,UTAH,292,671,11588"
"02,AK,ALASKA,261,505,12726"
"35,NM,NEW MEXICO,248,485,9775"
"31,NE,NEBRASKA,214,434,10792"
"56,WY,WYOMING,211,351,6844"
"11,DC,DISTRICT OF COLUMBIA,171,210,8072"
"54,WV,WEST VIRGINIA,165,331,6853"
"30,MT,MONTANA,148,257,5462"
"16,ID,IDAHO,137,254,4442"
"23,ME,MAINE,124,229,4262"
"33,NH,NEW HAMPSHIRE,122,227,6075"
"38,ND,NORTH DAKOTA,97,182,3487"
"10,DE,DELAWARE,85,178,5485"
"46,SD,SOUTH DAKOTA,82,149,2921"
"44,RI,RHODE ISLAND,75,133,3362"
"50,VT,VERMONT,75,128,2898"
