" 2008- 2009 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,34-NewJersey,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"96,NJ,NJ Total Mig - US & For,81857,143574,4937498"
"97,NJ,NJ Total Mig - US,77106,136559,4765374"
"98,NJ,NJ Total Mig - Foreign,4751,7015,172124"
"34,NJ,NJ Non-Migrants,3369279,7191252,259862783"
"36,NY,NEW YORK,26517,47564,1966626"
"42,PA,PENNSYLVANIA,11719,19817,609208"
"12,FL,FLORIDA,7389,13008,290947"
"57,FR,Foreign,4751,7015,172124"
"06,CA,CALIFORNIA,3737,6559,281674"
"51,VA,VIRGINIA,2487,4543,136922"
"37,NC,NORTH CAROLINA,2160,4075,88549"
"48,TX,TEXAS,1977,3671,129154"
"25,MA,MASSACHUSETTS,1917,3147,136584"
"24,MD,MARYLAND,1886,3314,107898"
"09,CT,CONNECTICUT,1731,3145,154208"
"13,GA,GEORGIA,1712,3287,83361"
"17,IL,ILLINOIS,1502,2744,121180"
"39,OH,OHIO,1096,1931,65442"
"10,DE,DELAWARE,1015,1773,51944"
"26,MI,MICHIGAN,895,1636,55187"
"45,SC,SOUTH CAROLINA,805,1425,28688"
"04,AZ,ARIZONA,714,1242,42989"
"08,CO,COLORADO,534,928,29507"
"53,WA,WASHINGTON,512,972,32347"
"18,IN,INDIANA,475,843,27191"
"47,TN,TENNESSEE,468,865,21726"
"29,MO,MISSOURI,435,738,25442"
"32,NV,NEVADA,434,715,22950"
"27,MN,MINNESOTA,395,684,29855"
"44,RI,RHODE ISLAND,358,568,17099"
"11,DC,DISTRICT OF COLUMBIA,323,455,18219"
"33,NH,NEW HAMPSHIRE,304,497,16378"
"55,WI,WISCONSIN,302,549,19403"
"21,KY,KENTUCKY,280,527,14906"
"15,HI,HAWAII,268,486,9647"
"22,LA,LOUISIANA,265,429,12879"
"01,AL,ALABAMA,260,487,11724"
"20,KS,KANSAS,241,420,13332"
"19,IA,IOWA,206,332,8913"
"23,ME,MAINE,196,303,7919"
"40,OK,OKLAHOMA,177,301,7113"
"41,OR,OREGON,165,289,6637"
"54,WV,WEST VIRGINIA,163,284,5881"
"50,VT,VERMONT,159,229,8058"
"49,UT,UTAH,147,309,9116"
"35,NM,NEW MEXICO,135,205,5724"
"28,MS,MISSISSIPPI,125,225,5370"
"05,AR,ARKANSAS,121,249,8531"
"02,AK,ALASKA,89,196,3685"
"31,NE,NEBRASKA,89,175,5684"
"16,ID,IDAHO,60,126,3249"
"38,ND,NORTH DAKOTA,52,118,2657"
"46,SD,SOUTH DAKOTA,37,68,1775"
"30,MT,MONTANA,36,47,840"
"56,WY,WYOMING,36,59,1050"
