" 2008- 2009 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,18-Indiana,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"96,IN,IN Total Mig - US & For,57090,108779,2308338"
"97,IN,IN Total Mig - US,54191,105146,2265219"
"98,IN,IN Total Mig - Foreign,2899,3633,43119"
"18,IN,IN Non-Migrants,2442713,5380090,129379086"
"17,IL,ILLINOIS,9782,19510,402807"
"39,OH,OHIO,5072,9433,218770"
"21,KY,KENTUCKY,4900,9221,172634"
"26,MI,MICHIGAN,4583,8777,185837"
"12,FL,FLORIDA,4461,8161,156932"
"57,FR,Foreign,2899,3633,43119"
"06,CA,CALIFORNIA,2657,5109,122314"
"48,TX,TEXAS,2162,4520,96365"
"47,TN,TENNESSEE,1722,3483,60120"
"13,GA,GEORGIA,1343,2826,51610"
"37,NC,NORTH CAROLINA,1328,2684,55662"
"36,NY,NEW YORK,1171,2143,53548"
"04,AZ,ARIZONA,1134,2145,48087"
"29,MO,MISSOURI,1102,2129,49595"
"51,VA,VIRGINIA,1030,2083,50846"
"42,PA,PENNSYLVANIA,965,1830,53725"
"55,WI,WISCONSIN,950,1846,45126"
"08,CO,COLORADO,776,1467,34587"
"45,SC,SOUTH CAROLINA,591,1195,24363"
"27,MN,MINNESOTA,569,1054,34390"
"53,WA,WASHINGTON,556,1066,24002"
"01,AL,ALABAMA,504,1063,19527"
"34,NJ,NEW JERSEY,486,980,29453"
"24,MD,MARYLAND,484,935,25159"
"32,NV,NEVADA,481,882,17092"
"19,IA,IOWA,465,929,21963"
"20,KS,KANSAS,412,818,19792"
"25,MA,MASSACHUSETTS,403,685,20620"
"05,AR,ARKANSAS,381,778,14507"
"40,OK,OKLAHOMA,362,748,12627"
"28,MS,MISSISSIPPI,361,761,11597"
"22,LA,LOUISIANA,325,634,14101"
"41,OR,OREGON,298,533,12790"
"49,UT,UTAH,253,614,10161"
"09,CT,CONNECTICUT,251,480,16377"
"31,NE,NEBRASKA,222,473,10385"
"15,HI,HAWAII,199,381,6561"
"54,WV,WEST VIRGINIA,197,392,9675"
"35,NM,NEW MEXICO,192,333,8576"
"02,AK,ALASKA,134,277,4749"
"16,ID,IDAHO,126,280,5334"
"30,MT,MONTANA,106,202,2845"
"33,NH,NEW HAMPSHIRE,101,174,4057"
"23,ME,MAINE,89,169,3717"
"11,DC,DISTRICT OF COLUMBIA,85,121,4078"
"46,SD,SOUTH DAKOTA,85,173,3560"
"56,WY,WYOMING,80,166,2982"
"10,DE,DELAWARE,70,142,3355"
"38,ND,NORTH DAKOTA,68,135,2509"
"44,RI,RHODE ISLAND,60,105,3199"
"50,VT,VERMONT,57,101,2551"
