" 2008- 2009 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,45-SouthCarolina,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"96,SC,SC Total Mig - US & For,64336,124433,3139702"
"97,SC,SC Total Mig - US,62199,120590,3065065"
"98,SC,SC Total Mig - Foreign,2137,3843,74637"
"45,SC,SC Non-Migrants,1588802,3452380,78101150"
"37,NC,NORTH CAROLINA,11166,22137,503368"
"13,GA,GEORGIA,6678,13447,315794"
"12,FL,FLORIDA,6563,12640,271739"
"36,NY,NEW YORK,3890,7124,209292"
"51,VA,VIRGINIA,3277,6359,179754"
"39,OH,OHIO,2559,4552,125834"
"42,PA,PENNSYLVANIA,2481,4427,128439"
"48,TX,TEXAS,2154,4512,103317"
"57,FR,Foreign,2137,3843,74637"
"06,CA,CALIFORNIA,2038,4000,92707"
"34,NJ,NEW JERSEY,1999,3823,124934"
"26,MI,MICHIGAN,1689,3194,91423"
"47,TN,TENNESSEE,1658,3190,81967"
"24,MD,MARYLAND,1640,3059,87887"
"17,IL,ILLINOIS,1075,1972,64719"
"25,MA,MASSACHUSETTS,914,1682,52759"
"01,AL,ALABAMA,908,1867,45983"
"18,IN,INDIANA,874,1691,45128"
"09,CT,CONNECTICUT,862,1584,53804"
"53,WA,WASHINGTON,722,1574,42344"
"21,KY,KENTUCKY,697,1384,31979"
"04,AZ,ARIZONA,585,1141,28183"
"54,WV,WEST VIRGINIA,570,1032,25219"
"08,CO,COLORADO,567,1070,25535"
"29,MO,MISSOURI,552,1075,28990"
"55,WI,WISCONSIN,486,886,44698"
"28,MS,MISSISSIPPI,436,841,17624"
"22,LA,LOUISIANA,432,850,18320"
"20,KS,KANSAS,352,779,14743"
"41,OR,OREGON,342,644,18872"
"33,NH,NEW HAMPSHIRE,336,623,16928"
"40,OK,OKLAHOMA,307,632,11860"
"32,NV,NEVADA,304,571,12741"
"15,HI,HAWAII,303,673,13777"
"27,MN,MINNESOTA,289,532,14795"
"05,AR,ARKANSAS,254,473,12353"
"23,ME,MAINE,245,436,13304"
"35,NM,NEW MEXICO,228,505,11612"
"44,RI,RHODE ISLAND,228,480,11287"
"19,IA,IOWA,206,400,12260"
"10,DE,DELAWARE,195,400,8781"
"49,UT,UTAH,173,399,9473"
"50,VT,VERMONT,166,313,6964"
"11,DC,DISTRICT OF COLUMBIA,157,251,7780"
"02,AK,ALASKA,149,350,6644"
"31,NE,NEBRASKA,134,258,5964"
"16,ID,IDAHO,80,161,3269"
"30,MT,MONTANA,77,159,2290"
"46,SD,SOUTH DAKOTA,72,162,3059"
"38,ND,NORTH DAKOTA,69,152,2491"
"56,WY,WYOMING,61,124,2080"
