" 2008- 2009 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,20-Kansas,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"96,KS,KS Total Mig - US & For,39467,79423,1650593"
"97,KS,KS Total Mig - US,37698,76259,1605242"
"98,KS,KS Total Mig - Foreign,1769,3164,45351"
"20,KS,KS Non-Migrants,1039162,2280358,60269208"
"29,MO,MISSOURI,9375,16836,381848"
"48,TX,TEXAS,3250,7180,146580"
"40,OK,OKLAHOMA,2409,5032,86565"
"06,CA,CALIFORNIA,2215,4592,84188"
"57,FR,Foreign,1769,3164,45351"
"08,CO,COLORADO,1768,3620,70014"
"31,NE,NEBRASKA,1425,2666,58641"
"12,FL,FLORIDA,1387,2812,55660"
"17,IL,ILLINOIS,1149,2271,57070"
"04,AZ,ARIZONA,992,2109,40534"
"13,GA,GEORGIA,858,2133,39923"
"19,IA,IOWA,809,1469,36289"
"37,NC,NORTH CAROLINA,732,1668,31290"
"51,VA,VIRGINIA,708,1652,38411"
"53,WA,WASHINGTON,656,1401,26843"
"36,NY,NEW YORK,641,1329,29453"
"05,AR,ARKANSAS,640,1344,23352"
"39,OH,OHIO,590,1209,31654"
"26,MI,MICHIGAN,587,1238,27829"
"18,IN,INDIANA,549,1091,21711"
"47,TN,TENNESSEE,527,1063,20351"
"27,MN,MINNESOTA,490,945,29830"
"42,PA,PENNSYLVANIA,453,888,19783"
"55,WI,WISCONSIN,417,804,17809"
"32,NV,NEVADA,402,836,21394"
"01,AL,ALABAMA,379,865,15589"
"35,NM,NEW MEXICO,351,798,14528"
"21,KY,KENTUCKY,331,814,13908"
"22,LA,LOUISIANA,331,737,14105"
"24,MD,MARYLAND,269,583,17772"
"45,SC,SOUTH CAROLINA,263,599,10481"
"41,OR,OREGON,258,494,8421"
"49,UT,UTAH,228,538,9006"
"15,HI,HAWAII,224,551,10135"
"34,NJ,NEW JERSEY,221,469,15838"
"46,SD,SOUTH DAKOTA,221,371,7751"
"28,MS,MISSISSIPPI,185,395,6710"
"25,MA,MASSACHUSETTS,174,324,10847"
"56,WY,WYOMING,173,337,6070"
"16,ID,IDAHO,169,393,5604"
"02,AK,ALASKA,158,368,7112"
"38,ND,NORTH DAKOTA,141,264,5091"
"30,MT,MONTANA,138,278,4796"
"09,CT,CONNECTICUT,106,226,9701"
"54,WV,WEST VIRGINIA,81,155,3173"
"23,ME,MAINE,65,115,2179"
"33,NH,NEW HAMPSHIRE,57,114,2973"
"11,DC,DISTRICT OF COLUMBIA,46,80,2420"
"10,DE,DELAWARE,41,86,1586"
"50,VT,VERMONT,37,62,1073"
"44,RI,RHODE ISLAND,22,55,1348"
