" 2008- 2009 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,12-Florida,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"96,FL,FL Total Mig - US & For,222185,401077,12229698"
"97,FL,FL Total Mig - US,209970,379907,11843771"
"98,FL,FL Total Mig - Foreign,12215,21170,385927"
"12,FL,FL Non-Migrants,6890522,13857569,359999851"
"36,NY,NEW YORK,23654,41371,1386643"
"13,GA,GEORGIA,16516,31849,726376"
"57,FR,Foreign,12215,21170,385927"
"34,NJ,NEW JERSEY,10630,19085,747911"
"48,TX,TEXAS,10093,19223,484651"
"39,OH,OHIO,9868,17120,577354"
"06,CA,CALIFORNIA,9727,17321,523929"
"42,PA,PENNSYLVANIA,9629,16620,540292"
"37,NC,NORTH CAROLINA,9551,18219,422070"
"51,VA,VIRGINIA,8891,17169,557871"
"26,MI,MICHIGAN,8801,15542,470350"
"17,IL,ILLINOIS,7746,13535,593090"
"25,MA,MASSACHUSETTS,6974,11800,430222"
"47,TN,TENNESSEE,5805,10895,279574"
"01,AL,ALABAMA,5560,10443,268328"
"24,MD,MARYLAND,5303,9505,417837"
"18,IN,INDIANA,5070,9166,291079"
"45,SC,SOUTH CAROLINA,4690,8658,187916"
"09,CT,CONNECTICUT,4661,8185,349902"
"08,CO,COLORADO,3239,5745,158519"
"29,MO,MISSOURI,3134,5541,245012"
"55,WI,WISCONSIN,3030,5224,253051"
"21,KY,KENTUCKY,2885,5311,140434"
"04,AZ,ARIZONA,2744,4896,119776"
"53,WA,WASHINGTON,2506,4717,129671"
"22,LA,LOUISIANA,2308,4270,134931"
"27,MN,MINNESOTA,2210,3767,177326"
"32,NV,NEVADA,2151,3702,89374"
"23,ME,MAINE,1943,3346,118260"
"28,MS,MISSISSIPPI,1921,3645,68483"
"33,NH,NEW HAMPSHIRE,1911,3216,93235"
"44,RI,RHODE ISLAND,1734,3065,92405"
"40,OK,OKLAHOMA,1355,2522,64091"
"05,AR,ARKANSAS,1295,2471,50881"
"20,KS,KANSAS,1244,2375,63638"
"15,HI,HAWAII,1175,2315,48408"
"19,IA,IOWA,1142,1932,80869"
"54,WV,WEST VIRGINIA,1131,2002,62734"
"35,NM,NEW MEXICO,949,1750,48348"
"41,OR,OREGON,914,1562,38247"
"49,UT,UTAH,853,1748,49264"
"10,DE,DELAWARE,850,1543,40446"
"50,VT,VERMONT,763,1221,40997"
"31,NE,NEBRASKA,702,1329,46772"
"02,AK,ALASKA,625,1250,27795"
"11,DC,DISTRICT OF COLUMBIA,521,742,36452"
"16,ID,IDAHO,414,867,23668"
"30,MT,MONTANA,345,647,11055"
"46,SD,SOUTH DAKOTA,316,579,14683"
"56,WY,WYOMING,274,494,11465"
"38,ND,NORTH DAKOTA,217,407,8087"
