"1999 - 2000 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,,53-WASHINGTON,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,       ,,,,"
"96,WA,WA Total Mig - US & For,81531,159032,3747519"
"97,WA,WA Total Mig - US,77279,150702,3563247"
"98,WA,WA Total Mig - Foreign,4252,8330,184272"
"53,WA,WA Non-Migrants,2075342,4497915,118682762"
"06,CA,CALIFORNIA,15489,28177,805682"
"41,OR,OREGON,10418,19272,389100"
"04,AZ,ARIZONA,5042,9491,240013"
"48,TX,TEXAS,4324,9286,213396"
"57,FR,Foreign,4252,8330,184272"
"16,ID,IDAHO,3902,8161,161322"
"12,FL,FLORIDA,2707,5309,133643"
"08,CO,COLORADO,2491,4928,136991"
"32,NV,NEVADA,2222,4170,102653"
"30,MT,MONTANA,1949,3860,70718"
"36,NY,NEW YORK,1682,2670,76004"
"51,VA,VIRGINIA,1576,3387,71841"
"02,AK,ALASKA,1486,2828,40891"
"49,UT,UTAH,1457,3169,59109"
"13,GA,GEORGIA,1380,3024,62499"
"17,IL,ILLINOIS,1365,2648,60783"
"37,NC,NORTH CAROLINA,1344,2829,63361"
"15,HI,HAWAII,1271,2538,44685"
"27,MN,MINNESOTA,1138,2133,52750"
"26,MI,MICHIGAN,1082,2172,42232"
"39,OH,OHIO,998,1936,52503"
"25,MA,MASSACHUSETTS,963,1541,49007"
"29,MO,MISSOURI,886,2001,32073"
"42,PA,PENNSYLVANIA,845,1587,38893"
"35,NM,NEW MEXICO,759,1411,31483"
"55,WI,WISCONSIN,719,1462,27806"
"47,TN,TENNESSEE,718,1616,39213"
"24,MD,MARYLAND,712,1488,40589"
"40,OK,OKLAHOMA,670,1543,21875"
"18,IN,INDIANA,627,1277,22702"
"20,KS,KANSAS,625,1493,98277"
"34,NJ,NEW JERSEY,521,977,26454"
"45,SC,SOUTH CAROLINA,519,1152,19747"
"22,LA,LOUISIANA,495,968,22393"
"01,AL,ALABAMA,478,1105,19719"
"09,CT,CONNECTICUT,450,934,26173"
"19,IA,IOWA,439,971,15201"
"21,KY,KENTUCKY,439,989,15501"
"05,AR,ARKANSAS,388,868,22784"
"31,NE,NEBRASKA,367,823,13854"
"56,WY,WYOMING,365,721,11021"
"28,MS,MISSISSIPPI,295,613,8455"
"46,SD,SOUTH DAKOTA,260,511,9838"
"38,ND,NORTH DAKOTA,255,525,7752"
"23,ME,MAINE,228,453,8394"
"33,NH,NEW HAMPSHIRE,217,405,22502"
"44,RI,RHODE ISLAND,195,415,10848"
"11,DC,DISTRICT OF COLUMBIA,182,236,7985"
"50,VT,VERMONT,146,253,6212"
"54,WV,WEST VIRGINIA,107,213,3166"
"10,DE,DELAWARE,86,163,3153"
