" 2008- 2009 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,34-NewJersey,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"96,NJ,NJ Total Mig - US & For,95476,167526,6197059"
"97,NJ,NJ Total Mig - US,92412,161814,5968435"
"98,NJ,NJ Total Mig - Foreign,3064,5712,228625"
"34,NJ,NJ Non-Migrants,3369279,7191252,259862783"
"36,NY,NEW YORK,20937,32638,1331301"
"42,PA,PENNSYLVANIA,15116,26601,882495"
"12,FL,FLORIDA,10630,19085,747911"
"06,CA,CALIFORNIA,5036,8466,379804"
"37,NC,NORTH CAROLINA,4581,9067,251438"
"51,VA,VIRGINIA,3867,6909,234950"
"48,TX,TEXAS,3273,6837,251564"
"57,FR,Foreign,3064,5712,228625"
"13,GA,GEORGIA,2819,5713,145476"
"24,MD,MARYLAND,2799,4815,167577"
"25,MA,MASSACHUSETTS,2547,4087,191545"
"45,SC,SOUTH CAROLINA,1999,3823,124934"
"09,CT,CONNECTICUT,1754,3155,173216"
"10,DE,DELAWARE,1691,3072,95807"
"17,IL,ILLINOIS,1554,2815,139738"
"39,OH,OHIO,1262,2447,77609"
"04,AZ,ARIZONA,1141,2064,67271"
"08,CO,COLORADO,971,1649,61537"
"53,WA,WASHINGTON,834,1455,64958"
"47,TN,TENNESSEE,796,1517,46872"
"26,MI,MICHIGAN,642,1202,38626"
"11,DC,DISTRICT OF COLUMBIA,590,676,28773"
"32,NV,NEVADA,582,976,31213"
"18,IN,INDIANA,486,980,29453"
"29,MO,MISSOURI,408,805,27399"
"27,MN,MINNESOTA,402,769,32329"
"21,KY,KENTUCKY,391,722,22304"
"19,IA,IOWA,380,670,18522"
"01,AL,ALABAMA,375,733,20845"
"22,LA,LOUISIANA,375,688,17185"
"44,RI,RHODE ISLAND,364,567,18756"
"33,NH,NEW HAMPSHIRE,331,621,29516"
"55,WI,WISCONSIN,323,574,23155"
"23,ME,MAINE,300,479,16889"
"15,HI,HAWAII,291,456,20178"
"41,OR,OREGON,287,457,13696"
"50,VT,VERMONT,278,455,18938"
"40,OK,OKLAHOMA,259,485,12289"
"54,WV,WEST VIRGINIA,247,438,11296"
"49,UT,UTAH,222,423,16080"
"20,KS,KANSAS,221,469,15838"
"35,NM,NEW MEXICO,200,341,12809"
"05,AR,ARKANSAS,190,392,12384"
"28,MS,MISSISSIPPI,155,325,10392"
"31,NE,NEBRASKA,124,221,6502"
"02,AK,ALASKA,110,211,4416"
"30,MT,MONTANA,78,138,3530"
"16,ID,IDAHO,70,123,14169"
"56,WY,WYOMING,49,64,1462"
"46,SD,SOUTH DAKOTA,38,71,1844"
"38,ND,NORTH DAKOTA,37,68,1647"
