" 2008- 2009 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,29-Missouri,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"96,MO,MO Total Mig - US & For,62163,116593,2871782"
"97,MO,MO Total Mig - US,60881,114106,2822990"
"98,MO,MO Total Mig - Foreign,1282,2487,48792"
"29,MO,MO Non-Migrants,2198158,4683713,121641746"
"20,KS,KANSAS,9375,16836,381848"
"17,IL,ILLINOIS,6580,11592,275965"
"48,TX,TEXAS,5405,10906,273504"
"06,CA,CALIFORNIA,3468,5998,171244"
"12,FL,FLORIDA,3134,5541,245012"
"05,AR,ARKANSAS,2754,5575,86326"
"40,OK,OKLAHOMA,2278,4722,82233"
"08,CO,COLORADO,1741,3096,82053"
"19,IA,IOWA,1653,3163,67631"
"04,AZ,ARIZONA,1508,2787,71216"
"13,GA,GEORGIA,1501,2962,67210"
"47,TN,TENNESSEE,1467,2952,69930"
"37,NC,NORTH CAROLINA,1316,2595,60708"
"57,FR,Foreign,1282,2487,48792"
"36,NY,NEW YORK,1222,1972,70633"
"39,OH,OHIO,1143,2169,58799"
"51,VA,VIRGINIA,1105,2075,60193"
"18,IN,INDIANA,1102,2129,49595"
"53,WA,WASHINGTON,1097,2096,48692"
"31,NE,NEBRASKA,976,1879,42919"
"26,MI,MICHIGAN,856,1681,37956"
"22,LA,LOUISIANA,803,1511,28931"
"21,KY,KENTUCKY,784,1608,32860"
"42,PA,PENNSYLVANIA,756,1441,40930"
"27,MN,MINNESOTA,755,1442,38669"
"55,WI,WISCONSIN,741,1438,38313"
"01,AL,ALABAMA,653,1321,28602"
"41,OR,OREGON,567,1029,21930"
"45,SC,SOUTH CAROLINA,552,1075,28990"
"32,NV,NEVADA,551,1004,26622"
"24,MD,MARYLAND,543,975,28863"
"28,MS,MISSISSIPPI,519,1057,16577"
"34,NJ,NEW JERSEY,435,738,25442"
"25,MA,MASSACHUSETTS,429,689,28469"
"49,UT,UTAH,409,904,16118"
"35,NM,NEW MEXICO,370,677,15526"
"15,HI,HAWAII,300,638,11945"
"56,WY,WYOMING,247,453,9619"
"46,SD,SOUTH DAKOTA,244,498,10534"
"02,AK,ALASKA,236,538,8350"
"11,DC,DISTRICT OF COLUMBIA,211,242,9436"
"09,CT,CONNECTICUT,208,372,12527"
"30,MT,MONTANA,181,395,7163"
"16,ID,IDAHO,172,356,6862"
"54,WV,WEST VIRGINIA,114,206,3221"
"38,ND,NORTH DAKOTA,98,189,3888"
"33,NH,NEW HAMPSHIRE,84,147,7493"
"23,ME,MAINE,81,151,3838"
"10,DE,DELAWARE,57,109,2825"
"44,RI,RHODE ISLAND,57,107,2301"
"50,VT,VERMONT,43,70,2480"
