" 2008- 2009 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,21-Kentucky,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"96,KY,KY Total Mig - US & For,40115,78486,1631905"
"97,KY,KY Total Mig - US,39356,77039,1602496"
"98,KY,KY Total Mig - Foreign,759,1447,29408"
"21,KY,KY Non-Migrants,1506384,3287540,75300478"
"39,OH,OHIO,5229,9645,194139"
"18,IN,INDIANA,4900,9221,172634"
"47,TN,TENNESSEE,4790,9508,155194"
"12,FL,FLORIDA,2885,5311,140434"
"48,TX,TEXAS,2338,5191,105743"
"17,IL,ILLINOIS,1657,3029,60808"
"13,GA,GEORGIA,1509,3274,83558"
"37,NC,NORTH CAROLINA,1407,2999,59648"
"06,CA,CALIFORNIA,1396,2560,65977"
"51,VA,VIRGINIA,1140,2214,48967"
"36,NY,NEW YORK,835,1504,30620"
"26,MI,MICHIGAN,824,1626,33108"
"01,AL,ALABAMA,791,1680,31950"
"29,MO,MISSOURI,784,1595,32002"
"57,FR,Foreign,759,1447,29408"
"45,SC,SOUTH CAROLINA,697,1384,31979"
"54,WV,WEST VIRGINIA,660,1327,23061"
"42,PA,PENNSYLVANIA,622,1205,29249"
"04,AZ,ARIZONA,512,922,22247"
"08,CO,COLORADO,505,1054,22288"
"53,WA,WASHINGTON,490,980,19166"
"22,LA,LOUISIANA,431,830,17404"
"24,MD,MARYLAND,391,708,19696"
"05,AR,ARKANSAS,352,747,15380"
"20,KS,KANSAS,331,814,13908"
"55,WI,WISCONSIN,329,660,13805"
"28,MS,MISSISSIPPI,325,704,15632"
"40,OK,OKLAHOMA,302,705,11762"
"34,NJ,NEW JERSEY,280,527,14906"
"32,NV,NEVADA,246,452,12994"
"27,MN,MINNESOTA,244,476,11196"
"19,IA,IOWA,234,462,9894"
"25,MA,MASSACHUSETTS,212,373,12088"
"41,OR,OREGON,189,337,6039"
"49,UT,UTAH,172,388,7788"
"15,HI,HAWAII,171,429,5503"
"02,AK,ALASKA,148,345,9303"
"09,CT,CONNECTICUT,135,225,5649"
"35,NM,NEW MEXICO,118,241,4853"
"31,NE,NEBRASKA,106,226,5261"
"11,DC,DISTRICT OF COLUMBIA,100,123,4517"
"16,ID,IDAHO,80,161,3452"
"56,WY,WYOMING,76,143,2306"
"23,ME,MAINE,75,139,2703"
"30,MT,MONTANA,64,111,1783"
"33,NH,NEW HAMPSHIRE,63,126,3684"
"10,DE,DELAWARE,52,84,2603"
"46,SD,SOUTH DAKOTA,50,111,1734"
"44,RI,RHODE ISLAND,38,55,1796"
"50,VT,VERMONT,37,54,1149"
"38,ND,NORTH DAKOTA,34,54,937"
