" 2008- 2009 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,27-Minnesota,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"96,MN,MN Total Mig - US & For,48153,82907,2325096"
"97,MN,MN Total Mig - US,47134,81261,2277709"
"98,MN,MN Total Mig - Foreign,1019,1646,47387"
"27,MN,MN Non-Migrants,2071707,4407776,133527434"
"55,WI,WISCONSIN,6272,10566,274775"
"38,ND,NORTH DAKOTA,3872,6020,130578"
"06,CA,CALIFORNIA,3402,5522,168460"
"48,TX,TEXAS,2937,5942,140221"
"17,IL,ILLINOIS,2615,4365,129695"
"19,IA,IOWA,2349,4240,95146"
"12,FL,FLORIDA,2210,3767,177326"
"04,AZ,ARIZONA,1991,3493,111517"
"46,SD,SOUTH DAKOTA,1904,3241,74121"
"08,CO,COLORADO,1834,2955,80341"
"53,WA,WASHINGTON,1407,2413,66851"
"36,NY,NEW YORK,1197,1683,55520"
"57,FR,Foreign,1019,1646,47387"
"26,MI,MICHIGAN,856,1528,42628"
"37,NC,NORTH CAROLINA,841,1576,53024"
"29,MO,MISSOURI,812,1441,38834"
"13,GA,GEORGIA,790,1491,40127"
"51,VA,VIRGINIA,783,1313,45106"
"31,NE,NEBRASKA,675,1233,27566"
"41,OR,OREGON,657,1033,26531"
"39,OH,OHIO,654,1242,38612"
"42,PA,PENNSYLVANIA,588,1076,34211"
"18,IN,INDIANA,569,1054,34390"
"25,MA,MASSACHUSETTS,562,815,31516"
"32,NV,NEVADA,547,905,26513"
"30,MT,MONTANA,521,859,20686"
"47,TN,TENNESSEE,520,957,24216"
"20,KS,KANSAS,490,945,29830"
"24,MD,MARYLAND,418,696,22578"
"34,NJ,NEW JERSEY,395,684,29855"
"02,AK,ALASKA,374,670,13809"
"40,OK,OKLAHOMA,366,795,12720"
"05,AR,ARKANSAS,322,640,14444"
"49,UT,UTAH,306,646,14885"
"35,NM,NEW MEXICO,304,528,13977"
"56,WY,WYOMING,293,502,12274"
"45,SC,SOUTH CAROLINA,289,532,14795"
"15,HI,HAWAII,254,382,9177"
"22,LA,LOUISIANA,252,465,8435"
"09,CT,CONNECTICUT,250,478,27702"
"21,KY,KENTUCKY,248,502,12163"
"01,AL,ALABAMA,239,449,9501"
"11,DC,DISTRICT OF COLUMBIA,213,235,8322"
"16,ID,IDAHO,193,365,7605"
"28,MS,MISSISSIPPI,169,323,6574"
"23,ME,MAINE,108,197,7029"
"33,NH,NEW HAMPSHIRE,77,134,3646"
"50,VT,VERMONT,54,94,2882"
"54,WV,WEST VIRGINIA,54,111,2255"
"44,RI,RHODE ISLAND,53,75,2526"
"10,DE,DELAWARE,48,83,2214"
