" 2008- 2009 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,38-NorthDakota,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"96,ND,ND Total Mig - US & For,10139,18549,421129"
"97,ND,ND Total Mig - US,9803,17842,409862"
"98,ND,ND Total Mig - Foreign,336,707,11267"
"38,ND,ND Non-Migrants,258096,533895,15138131"
"27,MN,MINNESOTA,3245,5391,130119"
"46,SD,SOUTH DAKOTA,708,1391,25118"
"48,TX,TEXAS,481,990,19626"
"08,CO,COLORADO,426,761,17697"
"30,MT,MONTANA,418,746,13907"
"06,CA,CALIFORNIA,405,636,13685"
"57,FR,Foreign,336,707,11267"
"04,AZ,ARIZONA,320,539,26436"
"53,WA,WASHINGTON,288,521,11136"
"12,FL,FLORIDA,217,407,8087"
"55,WI,WISCONSIN,184,323,7137"
"19,IA,IOWA,181,331,7808"
"17,IL,ILLINOIS,172,348,8842"
"56,WY,WYOMING,158,291,7103"
"31,NE,NEBRASKA,154,307,6751"
"37,NC,NORTH CAROLINA,148,293,9332"
"20,KS,KANSAS,141,264,5091"
"32,NV,NEVADA,138,253,5830"
"41,OR,OREGON,128,196,3254"
"51,VA,VIRGINIA,122,241,5843"
"29,MO,MISSOURI,114,241,5334"
"39,OH,OHIO,110,239,4979"
"36,NY,NEW YORK,108,188,5007"
"02,AK,ALASKA,107,223,4682"
"13,GA,GEORGIA,105,219,4909"
"40,OK,OKLAHOMA,98,202,4222"
"26,MI,MICHIGAN,97,182,3487"
"35,NM,NEW MEXICO,85,192,4183"
"49,UT,UTAH,82,163,3220"
"47,TN,TENNESSEE,81,173,2808"
"16,ID,IDAHO,76,151,3366"
"24,MD,MARYLAND,74,138,3594"
"42,PA,PENNSYLVANIA,72,151,3403"
"45,SC,SOUTH CAROLINA,69,152,2491"
"18,IN,INDIANA,68,135,2509"
"34,NJ,NEW JERSEY,52,118,2657"
"22,LA,LOUISIANA,51,102,2161"
"01,AL,ALABAMA,45,113,2269"
"15,HI,HAWAII,41,93,1816"
"05,AR,ARKANSAS,40,78,1681"
"25,MA,MASSACHUSETTS,39,54,1198"
"28,MS,MISSISSIPPI,36,89,1505"
"21,KY,KENTUCKY,34,69,1259"
"09,CT,CONNECTICUT,17,26,521"
"54,WV,WEST VIRGINIA,15,31,603"
"23,ME,MAINE,14,19,708"
"11,DC,DISTRICT OF COLUMBIA,13,20,390"
"33,NH,NEW HAMPSHIRE,11,30,1695"
"50,VT,VERMONT,7,10,171"
"10,DE,DELAWARE,5,7,172"
"44,RI,RHODE ISLAND,3,5,59"
