" 2008- 2009 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,26-Michigan,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"96,MI,MI Total Mig - US & For,89694,162791,4221685"
"97,MI,MI Total Mig - US,87399,158695,4103725"
"98,MI,MI Total Mig - Foreign,2295,4096,117960"
"26,MI,MI Non-Migrants,3753886,8076187,205888008"
"12,FL,FLORIDA,8801,15542,470350"
"17,IL,ILLINOIS,6744,10282,324859"
"48,TX,TEXAS,6324,13056,310235"
"06,CA,CALIFORNIA,5404,8811,255082"
"39,OH,OHIO,5285,9731,248550"
"18,IN,INDIANA,4583,8777,185837"
"04,AZ,ARIZONA,3893,6792,155424"
"37,NC,NORTH CAROLINA,3800,7208,169519"
"13,GA,GEORGIA,3377,6591,137116"
"47,TN,TENNESSEE,3117,6161,133411"
"36,NY,NEW YORK,2842,4579,119063"
"55,WI,WISCONSIN,2742,4870,127081"
"51,VA,VIRGINIA,2598,4945,163962"
"08,CO,COLORADO,2382,3835,89027"
"57,FR,Foreign,2295,4096,117960"
"53,WA,WASHINGTON,1796,3115,85699"
"42,PA,PENNSYLVANIA,1745,3200,95500"
"45,SC,SOUTH CAROLINA,1689,3194,91423"
"21,KY,KENTUCKY,1613,3272,63085"
"32,NV,NEVADA,1444,2454,92494"
"29,MO,MISSOURI,1316,2662,59401"
"27,MN,MINNESOTA,1287,2291,73145"
"24,MD,MARYLAND,1270,2130,63679"
"01,AL,ALABAMA,1233,2606,44363"
"25,MA,MASSACHUSETTS,1038,1644,58213"
"34,NJ,NEW JERSEY,895,1636,55187"
"41,OR,OREGON,801,1282,34441"
"22,LA,LOUISIANA,788,1555,27427"
"19,IA,IOWA,726,1465,35130"
"40,OK,OKLAHOMA,706,1450,25069"
"56,WY,WYOMING,676,1282,22185"
"28,MS,MISSISSIPPI,616,1242,21764"
"05,AR,ARKANSAS,603,1287,22426"
"20,KS,KANSAS,587,1238,27829"
"09,CT,CONNECTICUT,514,948,42865"
"49,UT,UTAH,471,908,19739"
"35,NM,NEW MEXICO,452,877,22834"
"02,AK,ALASKA,391,673,14086"
"11,DC,DISTRICT OF COLUMBIA,380,444,17263"
"15,HI,HAWAII,329,588,11556"
"31,NE,NEBRASKA,322,650,12510"
"30,MT,MONTANA,320,585,9550"
"54,WV,WEST VIRGINIA,307,601,11571"
"16,ID,IDAHO,222,465,8696"
"46,SD,SOUTH DAKOTA,183,335,7469"
"38,ND,NORTH DAKOTA,161,277,4715"
"23,ME,MAINE,151,275,6857"
"33,NH,NEW HAMPSHIRE,140,263,8004"
"10,DE,DELAWARE,134,244,7999"
"44,RI,RHODE ISLAND,103,197,6348"
"50,VT,VERMONT,98,180,3688"
