" 2008- 2009 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,16-Idaho,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"96,ID,ID Total Mig - US & For,22551,45928,855999"
"97,ID,ID Total Mig - US,22089,45039,841243"
"98,ID,ID Total Mig - Foreign,462,889,14756"
"16,ID,ID Non-Migrants,520719,1211993,26063332"
"53,WA,WASHINGTON,4346,8229,157549"
"49,UT,UTAH,2501,5587,82784"
"06,CA,CALIFORNIA,2455,4811,93863"
"41,OR,OREGON,2013,3905,65003"
"04,AZ,ARIZONA,1033,2122,36893"
"48,TX,TEXAS,1004,2253,42620"
"30,MT,MONTANA,877,1729,34962"
"32,NV,NEVADA,850,1734,32727"
"08,CO,COLORADO,845,1713,35060"
"56,WY,WYOMING,619,1368,25527"
"57,FR,Foreign,462,889,14756"
"12,FL,FLORIDA,414,867,23668"
"51,VA,VIRGINIA,363,796,19794"
"02,AK,ALASKA,358,751,16471"
"37,NC,NORTH CAROLINA,252,529,10658"
"35,NM,NEW MEXICO,235,517,10102"
"17,IL,ILLINOIS,226,424,9100"
"27,MN,MINNESOTA,214,506,13512"
"36,NY,NEW YORK,208,377,9106"
"29,MO,MISSOURI,191,396,5862"
"13,GA,GEORGIA,190,371,7446"
"40,OK,OKLAHOMA,188,399,5501"
"47,TN,TENNESSEE,183,381,6796"
"20,KS,KANSAS,169,393,5604"
"15,HI,HAWAII,167,336,5083"
"39,OH,OHIO,166,347,6038"
"42,PA,PENNSYLVANIA,163,348,6921"
"19,IA,IOWA,149,348,5452"
"55,WI,WISCONSIN,144,291,6332"
"31,NE,NEBRASKA,143,339,5093"
"26,MI,MICHIGAN,137,254,4442"
"18,IN,INDIANA,126,280,5334"
"46,SD,SOUTH DAKOTA,111,224,4467"
"38,ND,NORTH DAKOTA,108,234,3915"
"05,AR,ARKANSAS,105,230,4053"
"24,MD,MARYLAND,104,198,4248"
"21,KY,KENTUCKY,91,194,3120"
"22,LA,LOUISIANA,89,168,3443"
"45,SC,SOUTH CAROLINA,80,161,3269"
"25,MA,MASSACHUSETTS,75,115,2846"
"01,AL,ALABAMA,73,172,2826"
"34,NJ,NEW JERSEY,60,126,3249"
"28,MS,MISSISSIPPI,59,140,1730"
"09,CT,CONNECTICUT,46,84,1610"
"23,ME,MAINE,33,55,1336"
"54,WV,WEST VIRGINIA,30,88,1073"
"11,DC,DISTRICT OF COLUMBIA,28,32,1497"
"33,NH,NEW HAMPSHIRE,20,37,815"
"50,VT,VERMONT,20,31,1173"
"10,DE,DELAWARE,18,30,802"
"44,RI,RHODE ISLAND,10,19,470"
