" 2008- 2009 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,20-Kansas,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"96,KS,KS Total Mig - US & For,40170,79610,1775670"
"97,KS,KS Total Mig - US,39126,77236,1729141"
"98,KS,KS Total Mig - Foreign,1044,2374,46529"
"20,KS,KS Non-Migrants,1039162,2280358,60269208"
"29,MO,MISSOURI,9605,17099,398892"
"48,TX,TEXAS,4446,9552,206868"
"40,OK,OKLAHOMA,2850,6015,106297"
"08,CO,COLORADO,2084,3874,90735"
"06,CA,CALIFORNIA,1976,3638,82564"
"31,NE,NEBRASKA,1346,2650,53346"
"12,FL,FLORIDA,1244,2375,63638"
"17,IL,ILLINOIS,1149,2069,55667"
"57,FR,Foreign,1044,2374,46529"
"04,AZ,ARIZONA,958,1784,39775"
"13,GA,GEORGIA,883,2113,43196"
"53,WA,WASHINGTON,833,1751,38472"
"51,VA,VIRGINIA,753,1725,43903"
"37,NC,NORTH CAROLINA,738,1687,38535"
"05,AR,ARKANSAS,730,1469,30179"
"19,IA,IOWA,701,1395,32759"
"36,NY,NEW YORK,610,1061,20779"
"47,TN,TENNESSEE,514,1060,21780"
"39,OH,OHIO,513,1051,31724"
"27,MN,MINNESOTA,503,930,29094"
"35,NM,NEW MEXICO,486,1087,16693"
"18,IN,INDIANA,412,818,19792"
"21,KY,KENTUCKY,366,910,13404"
"42,PA,PENNSYLVANIA,362,750,19209"
"55,WI,WISCONSIN,353,677,18920"
"45,SC,SOUTH CAROLINA,352,779,14743"
"01,AL,ALABAMA,347,766,15162"
"26,MI,MICHIGAN,341,692,16691"
"41,OR,OREGON,331,588,14536"
"22,LA,LOUISIANA,330,738,17345"
"24,MD,MARYLAND,321,679,17319"
"32,NV,NEVADA,302,607,13867"
"15,HI,HAWAII,246,627,9292"
"34,NJ,NEW JERSEY,241,420,13332"
"49,UT,UTAH,206,470,9538"
"46,SD,SOUTH DAKOTA,204,396,10333"
"56,WY,WYOMING,200,393,8065"
"25,MA,MASSACHUSETTS,193,339,9857"
"28,MS,MISSISSIPPI,193,433,6118"
"02,AK,ALASKA,173,431,7236"
"16,ID,IDAHO,135,270,3826"
"30,MT,MONTANA,118,209,4872"
"09,CT,CONNECTICUT,90,153,4867"
"54,WV,WEST VIRGINIA,77,169,2713"
"11,DC,DISTRICT OF COLUMBIA,75,87,3195"
"38,ND,NORTH DAKOTA,70,132,2611"
"33,NH,NEW HAMPSHIRE,53,111,2662"
"23,ME,MAINE,41,78,1629"
"10,DE,DELAWARE,29,56,1419"
"44,RI,RHODE ISLAND,25,45,1244"
"50,VT,VERMONT,18,28,447"
