" 2008- 2009 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,22-Louisiana,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"96,LA,LA Total Mig - US & For,38355,76353,1732367"
"97,LA,LA Total Mig - US,37411,74627,1693356"
"98,LA,LA Total Mig - Foreign,944,1726,39011"
"22,LA,LA Non-Migrants,1511037,3319473,79788153"
"48,TX,TEXAS,11813,24485,538274"
"28,MS,MISSISSIPPI,3186,6651,130089"
"12,FL,FLORIDA,2308,4270,134931"
"13,GA,GEORGIA,1769,3645,66705"
"06,CA,CALIFORNIA,1748,3079,67917"
"05,AR,ARKANSAS,1338,2878,55938"
"01,AL,ALABAMA,1249,2606,61937"
"47,TN,TENNESSEE,1156,2271,48204"
"37,NC,NORTH CAROLINA,996,2064,48520"
"51,VA,VIRGINIA,971,1983,54084"
"57,FR,Foreign,944,1726,39011"
"36,NY,NEW YORK,809,1266,37450"
"40,OK,OKLAHOMA,731,1529,32201"
"29,MO,MISSOURI,708,1451,37224"
"17,IL,ILLINOIS,671,1166,26866"
"08,CO,COLORADO,670,1269,34241"
"39,OH,OHIO,514,1020,22718"
"53,WA,WASHINGTON,498,969,20523"
"45,SC,SOUTH CAROLINA,432,850,18320"
"04,AZ,ARIZONA,427,814,22326"
"42,PA,PENNSYLVANIA,395,721,17846"
"26,MI,MICHIGAN,376,768,14222"
"24,MD,MARYLAND,345,619,14817"
"21,KY,KENTUCKY,340,744,11721"
"20,KS,KANSAS,331,737,14105"
"18,IN,INDIANA,325,634,14101"
"32,NV,NEVADA,273,497,11383"
"25,MA,MASSACHUSETTS,270,422,10655"
"34,NJ,NEW JERSEY,265,429,12879"
"35,NM,NEW MEXICO,242,450,12461"
"41,OR,OREGON,216,340,8221"
"55,WI,WISCONSIN,210,383,7739"
"27,MN,MINNESOTA,184,315,7686"
"02,AK,ALASKA,164,400,7664"
"15,HI,HAWAII,158,331,5921"
"11,DC,DISTRICT OF COLUMBIA,150,179,6541"
"49,UT,UTAH,141,301,6257"
"19,IA,IOWA,127,266,5854"
"09,CT,CONNECTICUT,122,204,6133"
"31,NE,NEBRASKA,105,240,3849"
"56,WY,WYOMING,101,227,5317"
"38,ND,NORTH DAKOTA,95,209,3991"
"16,ID,IDAHO,84,180,5251"
"54,WV,WEST VIRGINIA,84,181,3880"
"30,MT,MONTANA,72,135,5533"
"10,DE,DELAWARE,49,91,2081"
"33,NH,NEW HAMPSHIRE,46,79,1826"
"23,ME,MAINE,43,85,2317"
"46,SD,SOUTH DAKOTA,37,71,1449"
"44,RI,RHODE ISLAND,35,73,1222"
"50,VT,VERMONT,32,50,1965"
