" 2008- 2009 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,30-Montana,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"96,MT,MT Total Mig - US & For,14806,26486,528266"
"97,MT,MT Total Mig - US,14498,25971,517427"
"98,MT,MT Total Mig - Foreign,308,515,10838"
"30,MT,MT Non-Migrants,368627,752908,18049174"
"53,WA,WASHINGTON,1882,3203,62826"
"06,CA,CALIFORNIA,1174,2014,38515"
"56,WY,WYOMING,946,1709,40417"
"08,CO,COLORADO,943,1664,31419"
"16,ID,IDAHO,885,1695,32021"
"41,OR,OREGON,882,1432,26977"
"48,TX,TEXAS,714,1367,24973"
"04,AZ,ARIZONA,612,1091,27359"
"38,ND,NORTH DAKOTA,572,1016,23675"
"49,UT,UTAH,457,891,18195"
"02,AK,ALASKA,375,670,15514"
"32,NV,NEVADA,362,659,17552"
"12,FL,FLORIDA,345,647,11055"
"27,MN,MINNESOTA,316,556,10002"
"57,FR,Foreign,308,515,10838"
"46,SD,SOUTH DAKOTA,237,452,8158"
"17,IL,ILLINOIS,206,317,6276"
"35,NM,NEW MEXICO,201,400,8228"
"51,VA,VIRGINIA,198,350,7834"
"55,WI,WISCONSIN,187,329,5398"
"36,NY,NEW YORK,180,278,6594"
"37,NC,NORTH CAROLINA,173,326,6539"
"42,PA,PENNSYLVANIA,173,299,5678"
"13,GA,GEORGIA,161,294,5348"
"40,OK,OKLAHOMA,151,338,5106"
"47,TN,TENNESSEE,149,297,4593"
"26,MI,MICHIGAN,148,257,5462"
"29,MO,MISSOURI,148,304,2390"
"39,OH,OHIO,148,272,5010"
"20,KS,KANSAS,138,278,4796"
"31,NE,NEBRASKA,133,239,3600"
"19,IA,IOWA,129,215,5341"
"18,IN,INDIANA,106,202,2845"
"15,HI,HAWAII,103,168,3179"
"25,MA,MASSACHUSETTS,103,152,3151"
"24,MD,MARYLAND,91,160,4037"
"05,AR,ARKANSAS,88,204,3294"
"22,LA,LOUISIANA,82,150,2993"
"01,AL,ALABAMA,79,157,3101"
"45,SC,SOUTH CAROLINA,77,159,2290"
"21,KY,KENTUCKY,75,167,2797"
"23,ME,MAINE,68,114,2596"
"28,MS,MISSISSIPPI,49,91,2215"
"50,VT,VERMONT,46,64,1416"
"09,CT,CONNECTICUT,41,66,1697"
"33,NH,NEW HAMPSHIRE,41,63,1441"
"54,WV,WEST VIRGINIA,37,80,1269"
"34,NJ,NEW JERSEY,36,47,840"
"11,DC,DISTRICT OF COLUMBIA,29,31,827"
"10,DE,DELAWARE,11,21,374"
"44,RI,RHODE ISLAND,11,16,213"
