" 2008- 2009 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,39-Ohio,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"96,OH,OH Total Mig - US & For,95439,169926,4588249"
"97,OH,OH Total Mig - US,93360,166356,4504006"
"98,OH,OH Total Mig - Foreign,2079,3570,84242"
"39,OH,OH Non-Migrants,4513533,9279102,236819701"
"12,FL,FLORIDA,9868,17120,577354"
"21,KY,KENTUCKY,6713,12083,248131"
"48,TX,TEXAS,5338,10261,273728"
"18,IN,INDIANA,5072,9433,218770"
"37,NC,NORTH CAROLINA,5039,9180,232542"
"06,CA,CALIFORNIA,4808,7748,234472"
"42,PA,PENNSYLVANIA,4797,8177,223239"
"26,MI,MICHIGAN,4506,8366,220034"
"17,IL,ILLINOIS,4180,6648,232842"
"36,NY,NEW YORK,3681,5746,165678"
"13,GA,GEORGIA,3450,6639,153947"
"51,VA,VIRGINIA,3312,6038,157646"
"54,WV,WEST VIRGINIA,2971,5591,84990"
"47,TN,TENNESSEE,2891,5447,130847"
"04,AZ,ARIZONA,2701,4711,132821"
"45,SC,SOUTH CAROLINA,2559,4552,125834"
"57,FR,Foreign,2079,3570,84242"
"08,CO,COLORADO,1912,3226,95036"
"24,MD,MARYLAND,1663,2737,83846"
"53,WA,WASHINGTON,1456,2650,75214"
"29,MO,MISSOURI,1357,2631,79893"
"25,MA,MASSACHUSETTS,1195,1834,66956"
"32,NV,NEVADA,1157,1882,49436"
"01,AL,ALABAMA,1134,2270,51186"
"34,NJ,NEW JERSEY,1096,1931,65442"
"55,WI,WISCONSIN,999,1888,52543"
"27,MN,MINNESOTA,768,1498,56570"
"22,LA,LOUISIANA,716,1356,32995"
"41,OR,OREGON,669,1093,28028"
"40,OK,OKLAHOMA,631,1238,23792"
"20,KS,KANSAS,590,1209,31654"
"19,IA,IOWA,586,1121,29851"
"09,CT,CONNECTICUT,549,1027,37319"
"11,DC,DISTRICT OF COLUMBIA,478,546,20102"
"28,MS,MISSISSIPPI,470,946,16465"
"05,AR,ARKANSAS,463,951,25806"
"35,NM,NEW MEXICO,449,826,21570"
"49,UT,UTAH,426,843,17362"
"15,HI,HAWAII,379,659,11167"
"02,AK,ALASKA,295,527,11611"
"31,NE,NEBRASKA,284,551,13343"
"10,DE,DELAWARE,228,426,11541"
"56,WY,WYOMING,218,387,7581"
"33,NH,NEW HAMPSHIRE,216,381,13445"
"30,MT,MONTANA,201,346,7591"
"23,ME,MAINE,190,377,10665"
"16,ID,IDAHO,178,331,8329"
"46,SD,SOUTH DAKOTA,153,315,7622"
"44,RI,RHODE ISLAND,144,248,18180"
"50,VT,VERMONT,113,171,4609"
"38,ND,NORTH DAKOTA,111,194,4379"
