"1990 - 1991 State to State Migration Flows  --  INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"TO:,,11-District of Columbia,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF ,OF TOTAL,NUMBER OF,OF TOTAL"
"FROM: ,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,20513,,30978,"
"24,Md,Maryland,6921,33.74,12109,39.09"
"51,Va,Virginia,3330,16.23,4855,15.67"
"36,Ny,New York,1305,6.36,1583,5.11"
"06,Ca,California,985,4.8,1295,4.18"
"57,FR,Foreign,832,4.06,1670,5.39"
"42,Pa,Pennsylvania,702,3.42,818,2.64"
"25,Ma,Massachusetts,657,3.2,782,2.52"
"37,Nc,North Carolina,524,2.55,836,2.7"
"12,Fl,Florida,506,2.47,741,2.39"
"34,Nj,New Jersey,505,2.46,633,2.04"
"48,Tx,Texas,454,2.21,706,2.28"
"17,Il,Illinois,327,1.59,386,1.25"
"09,Ct,Connecticut,313,1.53,390,1.26"
"39,Oh,Ohio,305,1.49,367,1.18"
"13,Ga,Georgia,294,1.43,379,1.22"
"26,Mi,Michigan,234,1.14,283,0.91"
"45,Sc,South Carolina,200,0.97,331,1.07"
"53,Wa,Washington,154,0.75,226,0.73"
"08,Co,Colorado,134,0.65,152,0.49"
"22,La,Louisiana,132,0.64,191,0.62"
"47,Tn,Tennessee,114,0.56,159,0.51"
"27,Mn,Minnesota,112,0.55,139,0.45"
"29,Mo,Missouri,111,0.54,135,0.44"
"55,Wi,Wisconsin,110,0.54,116,0.37"
"04,Az,Arizona,93,0.45,114,0.37"
"18,In,Indiana,93,0.45,112,0.36"
"01,Al,Alabama,74,0.36,118,0.38"
"33,Nh,New Hampshire,68,0.33,82,0.26"
"40,Ok,Oklahoma,65,0.32,80,0.26"
"28,Ms,Mississippi,63,0.31,105,0.34"
"54,Wv,West Virginia,63,0.31,83,0.27"
"10,De,Delaware,62,0.3,74,0.24"
"41,Or,Oregon,62,0.3,77,0.25"
"44,Ri,Rhode Island,61,0.3,71,0.23"
"21,Ky,Kentucky,60,0.29,81,0.26"
"15,Hi,Hawaii,59,0.29,117,0.38"
"23,Me,Maine,55,0.27,71,0.23"
"19,Ia,Iowa,49,0.24,66,0.21"
"35,Nm,New Mexico,47,0.23,61,0.2"
"20,Ks,Kansas,42,0.2,61,0.2"
"50,Vt,Vermont,36,0.18,41,0.13"
"31,Ne,Nebraska,32,0.16,52,0.17"
"05,Ar,Arkansas,31,0.15,35,0.11"
"49,Ut,Utah,29,0.14,48,0.15"
"32,Nv,Nevada,27,0.13,30,0.1"
"02,Ak,Alaska,18,0.09,35,0.11"
"30,Mt,Montana,18,0.09,21,0.07"
"46,Sd,South Dakota,13,0.06,16,0.05"
"16,Id,Idaho,12,0.06,23,0.07"
"56,Wy,Wyoming,11,0.05,11,0.04"
"38,Nd,North Dakota,9,0.04,11,0.04"
"11,,State Non-Migrant,226231,,406096,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
