"1990 - 1991 State to State Migration Flows  --  INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"TO:,,01-Alabama,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF ,OF TOTAL,NUMBER OF,OF TOTAL"
"FROM: ,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,44887,,99956,"
"13,Ga,Georgia,6618,14.74,14344,14.35"
"12,Fl,Florida,6388,14.23,13515,13.52"
"57,FR,Foreign,3012,6.71,7421,7.42"
"47,Tn,Tennessee,3002,6.69,6590,6.59"
"48,Tx,Texas,2819,6.28,6595,6.6"
"28,Ms,Mississippi,2729,6.08,6180,6.18"
"06,Ca,California,1931,4.3,4195,4.2"
"22,La,Louisiana,1639,3.65,3807,3.81"
"37,Nc,North Carolina,1401,3.12,3182,3.18"
"51,Va,Virginia,1310,2.92,2964,2.97"
"17,Il,Illinois,1133,2.52,2355,2.36"
"39,Oh,Ohio,1034,2.3,2136,2.14"
"36,Ny,New York,967,2.15,2039,2.04"
"26,Mi,Michigan,925,2.06,1977,1.98"
"45,Sc,South Carolina,884,1.97,1986,1.99"
"21,Ky,Kentucky,726,1.62,1632,1.63"
"18,In,Indiana,666,1.48,1413,1.41"
"42,Pa,Pennsylvania,607,1.35,1300,1.3"
"29,Mo,Missouri,559,1.25,1232,1.23"
"24,Md,Maryland,513,1.14,1111,1.11"
"05,Ar,Arkansas,498,1.11,1193,1.19"
"34,Nj,New Jersey,473,1.05,1017,1.02"
"40,Ok,Oklahoma,449,1,1106,1.11"
"08,Co,Colorado,439,0.98,966,0.97"
"20,Ks,Kansas,399,0.89,970,0.97"
"53,Wa,Washington,394,0.88,905,0.91"
"25,Ma,Massachusetts,357,0.8,753,0.75"
"04,Az,Arizona,332,0.74,804,0.8"
"09,Ct,Connecticut,269,0.6,546,0.55"
"15,Hi,Hawaii,261,0.58,673,0.67"
"55,Wi,Wisconsin,218,0.49,457,0.46"
"27,Mn,Minnesota,166,0.37,371,0.37"
"54,Wv,West Virginia,160,0.36,345,0.35"
"02,Ak,Alaska,154,0.34,425,0.43"
"35,Nm,New Mexico,150,0.33,379,0.38"
"31,Ne,Nebraska,144,0.32,387,0.39"
"19,Ia,Iowa,139,0.31,284,0.28"
"32,Nv,Nevada,120,0.27,267,0.27"
"49,Ut,Utah,117,0.26,337,0.34"
"23,Me,Maine,110,0.25,253,0.25"
"33,Nh,New Hampshire,100,0.22,232,0.23"
"41,Or,Oregon,99,0.22,220,0.22"
"10,De,Delaware,77,0.17,173,0.17"
"11,Dc,District of Columbia,65,0.14,113,0.11"
"16,Id,Idaho,56,0.12,137,0.14"
"44,Ri,Rhode Island,55,0.12,134,0.13"
"46,Sd,South Dakota,54,0.12,128,0.13"
"30,Mt,Montana,51,0.11,124,0.12"
"38,Nd,North Dakota,48,0.11,116,0.12"
"56,Wy,Wyoming,42,0.09,112,0.11"
"50,Vt,Vermont,28,0.06,55,0.06"
"01,,State Non-Migrant,1334900,,3153705,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
