"1990 - 1991 State to State Migration Flows  --  INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"TO:,,42-Pennsylvania,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF ,OF TOTAL,NUMBER OF,OF TOTAL"
"FROM: ,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,92033,,181940,"
"34,Nj,New Jersey,15180,16.49,28897,15.88"
"36,Ny,New York,10709,11.64,21587,11.86"
"12,Fl,Florida,6883,7.48,12596,6.92"
"24,Md,Maryland,6529,7.09,12867,7.07"
"51,Va,Virginia,5322,5.78,10545,5.8"
"06,Ca,California,4866,5.29,9460,5.2"
"39,Oh,Ohio,4713,5.12,9314,5.12"
"57,FR,Foreign,4277,4.65,8302,4.56"
"48,Tx,Texas,2691,2.92,5862,3.22"
"37,Nc,North Carolina,2683,2.92,5361,2.95"
"25,Ma,Massachusetts,2596,2.82,4787,2.63"
"10,De,Delaware,2109,2.29,4061,2.23"
"09,Ct,Connecticut,1872,2.03,3597,1.98"
"17,Il,Illinois,1808,1.96,3959,2.18"
"13,Ga,Georgia,1639,1.78,3442,1.89"
"26,Mi,Michigan,1525,1.66,3162,1.74"
"54,Wv,West Virginia,1400,1.52,2783,1.53"
"45,Sc,South Carolina,1086,1.18,2305,1.27"
"18,In,Indiana,1032,1.12,2149,1.18"
"04,Az,Arizona,960,1.04,1860,1.02"
"47,Tn,Tennessee,900,0.98,1953,1.07"
"08,Co,Colorado,893,0.97,1785,0.98"
"53,Wa,Washington,737,0.8,1545,0.85"
"33,Nh,New Hampshire,680,0.74,1402,0.77"
"21,Ky,Kentucky,674,0.73,1373,0.75"
"29,Mo,Missouri,673,0.73,1468,0.81"
"22,La,Louisiana,541,0.59,1131,0.62"
"55,Wi,Wisconsin,515,0.56,997,0.55"
"20,Ks,Kansas,507,0.55,1162,0.64"
"01,Al,Alabama,498,0.54,1086,0.6"
"27,Mn,Minnesota,483,0.52,960,0.53"
"23,Me,Maine,480,0.52,958,0.53"
"11,Dc,District of Columbia,475,0.52,693,0.38"
"40,Ok,Oklahoma,431,0.47,942,0.52"
"15,Hi,Hawaii,419,0.46,875,0.48"
"44,Ri,Rhode Island,371,0.4,774,0.43"
"32,Nv,Nevada,313,0.34,576,0.32"
"19,Ia,Iowa,308,0.33,680,0.37"
"35,Nm,New Mexico,260,0.28,521,0.29"
"50,Vt,Vermont,242,0.26,440,0.24"
"31,Ne,Nebraska,232,0.25,507,0.28"
"49,Ut,Utah,220,0.24,495,0.27"
"05,Ar,Arkansas,219,0.24,450,0.25"
"41,Or,Oregon,219,0.24,434,0.24"
"28,Ms,Mississippi,218,0.24,458,0.25"
"02,Ak,Alaska,147,0.16,335,0.18"
"56,Wy,Wyoming,114,0.12,250,0.14"
"30,Mt,Montana,104,0.11,192,0.11"
"16,Id,Idaho,99,0.11,229,0.13"
"38,Nd,North Dakota,96,0.1,181,0.1"
"46,Sd,South Dakota,85,0.09,192,0.11"
"42,,State Non-Migrant,4444743,,9576791,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
