"1990 - 1991 State to State Migration Flows  --  INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"TO:,,09-Connecticut,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF ,OF TOTAL,NUMBER OF,OF TOTAL"
"FROM: ,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,36062,,65460,"
"36,Ny,New York,8760,24.29,15468,23.63"
"25,Ma,Massachusetts,4744,13.16,7626,11.65"
"12,Fl,Florida,2820,7.82,4990,7.62"
"06,Ca,California,2036,5.65,3884,5.93"
"34,Nj,New Jersey,1900,5.27,3469,5.3"
"42,Pa,Pennsylvania,1368,3.79,2522,3.85"
"57,FR,Foreign,1359,3.77,2634,4.02"
"51,Va,Virginia,1063,2.95,2138,3.27"
"44,Ri,Rhode Island,987,2.74,1761,2.69"
"48,Tx,Texas,959,2.66,2026,3.1"
"33,Nh,New Hampshire,781,2.17,1355,2.07"
"17,Il,Illinois,774,2.15,1520,2.32"
"23,Me,Maine,690,1.91,1189,1.82"
"37,Nc,North Carolina,646,1.79,1181,1.8"
"24,Md,Maryland,576,1.6,1042,1.59"
"39,Oh,Ohio,575,1.59,1059,1.62"
"13,Ga,Georgia,495,1.37,992,1.52"
"26,Mi,Michigan,447,1.24,833,1.27"
"50,Vt,Vermont,424,1.18,695,1.06"
"45,Sc,South Carolina,387,1.07,867,1.32"
"53,Wa,Washington,373,1.03,785,1.2"
"04,Az,Arizona,290,0.8,546,0.83"
"08,Co,Colorado,283,0.78,495,0.76"
"27,Mn,Minnesota,250,0.69,467,0.71"
"29,Mo,Missouri,246,0.68,472,0.72"
"47,Tn,Tennessee,241,0.67,511,0.78"
"18,In,Indiana,223,0.62,445,0.68"
"22,La,Louisiana,201,0.56,415,0.63"
"55,Wi,Wisconsin,176,0.49,293,0.45"
"01,Al,Alabama,161,0.45,339,0.52"
"11,Dc,District of Columbia,157,0.44,224,0.34"
"15,Hi,Hawaii,147,0.41,332,0.51"
"21,Ky,Kentucky,144,0.4,285,0.44"
"40,Ok,Oklahoma,135,0.37,263,0.4"
"20,Ks,Kansas,135,0.37,255,0.39"
"41,Or,Oregon,115,0.32,194,0.3"
"19,Ia,Iowa,111,0.31,188,0.29"
"35,Nm,New Mexico,96,0.27,189,0.29"
"49,Ut,Utah,92,0.26,186,0.28"
"10,De,Delaware,86,0.24,166,0.25"
"31,Ne,Nebraska,86,0.24,144,0.22"
"32,Nv,Nevada,74,0.21,126,0.19"
"05,Ar,Arkansas,73,0.2,150,0.23"
"16,Id,Idaho,72,0.2,145,0.22"
"54,Wv,West Virginia,71,0.2,176,0.27"
"28,Ms,Mississippi,70,0.19,159,0.24"
"38,Nd,North Dakota,44,0.12,71,0.11"
"02,Ak,Alaska,40,0.11,75,0.11"
"30,Mt,Montana,35,0.1,61,0.09"
"56,Wy,Wyoming,22,0.06,24,0.04"
"46,Sd,South Dakota,22,0.06,28,0.04"
"09,,State Non-Migrant,1280878,,2629206,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
