"1990 - 1991 State to State Migration Flows  --  INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"TO:,,44-Rhode Island,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF ,OF TOTAL,NUMBER OF,OF TOTAL"
"FROM: ,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,11307,,21040,"
"25,Ma,Massachusetts,3540,31.31,5842,27.77"
"09,Ct,Connecticut,1039,9.19,1802,8.56"
"36,Ny,New York,885,7.83,1564,7.43"
"12,Fl,Florida,809,7.15,1527,7.26"
"06,Ca,California,666,5.89,1393,6.62"
"57,FR,Foreign,536,4.74,1160,5.51"
"51,Va,Virginia,387,3.42,1027,4.88"
"34,Nj,New Jersey,362,3.2,639,3.04"
"33,Nh,New Hampshire,321,2.84,563,2.68"
"42,Pa,Pennsylvania,281,2.49,515,2.45"
"48,Tx,Texas,221,1.95,472,2.24"
"23,Me,Maine,193,1.71,366,1.74"
"17,Il,Illinois,179,1.58,378,1.8"
"37,Nc,North Carolina,168,1.49,353,1.68"
"24,Md,Maryland,167,1.48,309,1.47"
"39,Oh,Ohio,167,1.48,293,1.39"
"45,Sc,South Carolina,115,1.02,286,1.36"
"13,Ga,Georgia,100,0.88,217,1.03"
"50,Vt,Vermont,95,0.84,156,0.74"
"26,Mi,Michigan,90,0.8,173,0.82"
"53,Wa,Washington,71,0.63,175,0.83"
"04,Az,Arizona,70,0.62,127,0.6"
"15,Hi,Hawaii,66,0.58,162,0.77"
"55,Wi,Wisconsin,62,0.55,127,0.6"
"08,Co,Colorado,61,0.54,107,0.51"
"22,La,Louisiana,49,0.43,98,0.47"
"47,Tn,Tennessee,44,0.39,88,0.42"
"27,Mn,Minnesota,44,0.39,75,0.36"
"29,Mo,Missouri,43,0.38,97,0.46"
"01,Al,Alabama,42,0.37,84,0.4"
"11,Dc,District of Columbia,42,0.37,75,0.36"
"20,Ks,Kansas,41,0.36,86,0.41"
"18,In,Indiana,40,0.35,68,0.32"
"40,Ok,Oklahoma,36,0.32,68,0.32"
"28,Ms,Mississippi,34,0.3,94,0.45"
"21,Ky,Kentucky,33,0.29,69,0.33"
"10,De,Delaware,28,0.25,58,0.28"
"32,Nv,Nevada,26,0.23,48,0.23"
"19,Ia,Iowa,23,0.2,44,0.21"
"35,Nm,New Mexico,19,0.17,41,0.19"
"41,Or,Oregon,17,0.15,30,0.14"
"38,Nd,North Dakota,14,0.12,36,0.17"
"49,Ut,Utah,13,0.11,24,0.11"
"05,Ar,Arkansas,11,0.1,21,0.1"
"16,Id,Idaho,11,0.1,17,0.08"
"02,Ak,Alaska,11,0.1,21,0.1"
"31,Ne,Nebraska,10,0.09,20,0.1"
"54,Wv,West Virginia,8,0.07,17,0.08"
"30,Mt,Montana,8,0.07,14,0.07"
"56,Wy,Wyoming,6,0.05,8,0.04"
"46,Sd,South Dakota,3,0.03,6,0.03"
"44,,State Non-Migrant,367051,,763293,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
