"1990 - 1991 State to State Migration Flows  --  INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"TO:,,37-North Carolina,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF ,OF TOTAL,NUMBER OF,OF TOTAL"
"FROM: ,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,95112,,197450,"
"51,Va,Virginia,9724,10.22,19765,10.01"
"12,Fl,Florida,9357,9.84,19204,9.73"
"45,Sc,South Carolina,7904,8.31,15912,8.06"
"36,Ny,New York,6262,6.58,12606,6.38"
"57,FR,Foreign,5962,6.27,13337,6.75"
"13,Ga,Georgia,5068,5.33,10450,5.29"
"06,Ca,California,4098,4.31,8711,4.41"
"48,Tx,Texas,3945,4.15,9085,4.6"
"34,Nj,New Jersey,3662,3.85,7390,3.74"
"42,Pa,Pennsylvania,3482,3.66,6907,3.5"
"39,Oh,Ohio,3343,3.51,6600,3.34"
"24,Md,Maryland,2875,3.02,5740,2.91"
"47,Tn,Tennessee,2710,2.85,5659,2.87"
"54,Wv,West Virginia,2320,2.44,4607,2.33"
"26,Mi,Michigan,1990,2.09,3822,1.94"
"17,Il,Illinois,1984,2.09,3996,2.02"
"25,Ma,Massachusetts,1759,1.85,3450,1.75"
"09,Ct,Connecticut,1485,1.56,2909,1.47"
"01,Al,Alabama,1430,1.5,3192,1.62"
"21,Ky,Kentucky,1322,1.39,2824,1.43"
"18,In,Indiana,1218,1.28,2604,1.32"
"22,La,Louisiana,1104,1.16,2378,1.2"
"29,Mo,Missouri,1042,1.1,2349,1.19"
"08,Co,Colorado,806,0.85,1714,0.87"
"53,Wa,Washington,794,0.83,1741,0.88"
"04,Az,Arizona,780,0.82,1675,0.85"
"40,Ok,Oklahoma,704,0.74,1527,0.77"
"28,Ms,Mississippi,703,0.74,1619,0.82"
"55,Wi,Wisconsin,631,0.66,1262,0.64"
"11,Dc,District of Columbia,627,0.66,1148,0.58"
"33,Nh,New Hampshire,574,0.6,1238,0.63"
"15,Hi,Hawaii,572,0.6,1526,0.77"
"20,Ks,Kansas,551,0.58,1285,0.65"
"05,Ar,Arkansas,498,0.52,1124,0.57"
"27,Mn,Minnesota,494,0.52,931,0.47"
"23,Me,Maine,370,0.39,817,0.41"
"10,De,Delaware,364,0.38,830,0.42"
"19,Ia,Iowa,353,0.37,743,0.38"
"44,Ri,Rhode Island,266,0.28,582,0.29"
"35,Nm,New Mexico,255,0.27,540,0.27"
"41,Or,Oregon,250,0.26,486,0.25"
"50,Vt,Vermont,246,0.26,465,0.24"
"31,Ne,Nebraska,228,0.24,478,0.24"
"32,Nv,Nevada,223,0.23,441,0.22"
"02,Ak,Alaska,208,0.22,514,0.26"
"49,Ut,Utah,154,0.16,377,0.19"
"16,Id,Idaho,100,0.11,229,0.12"
"46,Sd,South Dakota,93,0.1,204,0.1"
"30,Mt,Montana,78,0.08,144,0.07"
"56,Wy,Wyoming,73,0.08,150,0.08"
"38,Nd,North Dakota,71,0.07,163,0.08"
"37,,State Non-Migrant,2379834,,5278084,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
