"1990 - 1991 State to State Migration Flows  --  INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"TO:,,41-Oregon,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF ,OF TOTAL,NUMBER OF,OF TOTAL"
"FROM: ,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,50372,,101895,"
"06,Ca,California,18679,37.08,39160,38.43"
"53,Wa,Washington,9096,18.06,17567,17.24"
"04,Az,Arizona,1846,3.66,3797,3.73"
"16,Id,Idaho,1559,3.09,3446,3.38"
"48,Tx,Texas,1477,2.93,3244,3.18"
"57,FR,Foreign,1397,2.77,2697,2.65"
"08,Co,Colorado,1137,2.26,2246,2.2"
"32,Nv,Nevada,1092,2.17,2091,2.05"
"02,Ak,Alaska,1005,2,1977,1.94"
"12,Fl,Florida,798,1.58,1476,1.45"
"30,Mt,Montana,731,1.45,1401,1.37"
"15,Hi,Hawaii,728,1.45,1392,1.37"
"49,Ut,Utah,728,1.45,1715,1.68"
"17,Il,Illinois,704,1.4,1309,1.28"
"36,Ny,New York,682,1.35,1200,1.18"
"25,Ma,Massachusetts,522,1.04,853,0.84"
"51,Va,Virginia,521,1.03,1059,1.04"
"27,Mn,Minnesota,470,0.93,889,0.87"
"39,Oh,Ohio,427,0.85,853,0.84"
"26,Mi,Michigan,378,0.75,707,0.69"
"35,Nm,New Mexico,375,0.74,785,0.77"
"29,Mo,Missouri,372,0.74,729,0.72"
"42,Pa,Pennsylvania,364,0.72,734,0.72"
"55,Wi,Wisconsin,339,0.67,570,0.56"
"34,Nj,New Jersey,314,0.62,644,0.63"
"37,Nc,North Carolina,313,0.62,619,0.61"
"13,Ga,Georgia,311,0.62,637,0.63"
"40,Ok,Oklahoma,301,0.6,619,0.61"
"20,Ks,Kansas,297,0.59,668,0.66"
"18,In,Indiana,270,0.54,515,0.51"
"56,Wy,Wyoming,266,0.53,571,0.56"
"24,Md,Maryland,251,0.5,487,0.48"
"19,Ia,Iowa,242,0.48,497,0.49"
"09,Ct,Connecticut,237,0.47,425,0.42"
"47,Tn,Tennessee,204,0.4,442,0.43"
"22,La,Louisiana,202,0.4,433,0.42"
"05,Ar,Arkansas,200,0.4,459,0.45"
"31,Ne,Nebraska,200,0.4,452,0.44"
"21,Ky,Kentucky,160,0.32,329,0.32"
"38,Nd,North Dakota,154,0.31,291,0.29"
"33,Nh,New Hampshire,145,0.29,281,0.28"
"46,Sd,South Dakota,142,0.28,257,0.25"
"01,Al,Alabama,129,0.26,258,0.25"
"45,Sc,South Carolina,126,0.25,255,0.25"
"23,Me,Maine,112,0.22,208,0.2"
"50,Vt,Vermont,87,0.17,138,0.14"
"28,Ms,Mississippi,86,0.17,201,0.2"
"11,Dc,District of Columbia,84,0.17,106,0.1"
"44,Ri,Rhode Island,53,0.11,101,0.1"
"54,Wv,West Virginia,30,0.06,57,0.06"
"10,De,Delaware,29,0.06,48,0.05"
"41,,State Non-Migrant,975164,,2168373,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
