"1990 - 1991 State to State Migration Flows  --  INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"TO:,,15-Hawaii,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF ,OF TOTAL,NUMBER OF,OF TOTAL"
"FROM: ,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,26231,,51149,"
"06,Ca,California,6849,26.11,12728,24.88"
"57,FR,Foreign,2582,9.84,5664,11.07"
"48,Tx,Texas,1446,5.51,2851,5.57"
"53,Wa,Washington,1443,5.5,2923,5.71"
"12,Fl,Florida,961,3.66,1760,3.44"
"51,Va,Virginia,799,3.05,1905,3.72"
"36,Ny,New York,786,3,1382,2.7"
"08,Co,Colorado,673,2.57,1297,2.54"
"17,Il,Illinois,625,2.38,1098,2.15"
"04,Az,Arizona,618,2.36,1218,2.38"
"37,Nc,North Carolina,573,2.18,1350,2.64"
"26,Mi,Michigan,511,1.95,774,1.51"
"41,Or,Oregon,510,1.94,814,1.59"
"13,Ga,Georgia,505,1.93,1186,2.32"
"25,Ma,Massachusetts,504,1.92,777,1.52"
"39,Oh,Ohio,406,1.55,687,1.34"
"42,Pa,Pennsylvania,406,1.55,656,1.28"
"24,Md,Maryland,389,1.48,851,1.66"
"34,Nj,New Jersey,379,1.44,659,1.29"
"27,Mn,Minnesota,310,1.18,519,1.01"
"29,Mo,Missouri,288,1.1,567,1.11"
"02,Ak,Alaska,280,1.07,545,1.07"
"22,La,Louisiana,278,1.06,658,1.29"
"20,Ks,Kansas,274,1.04,681,1.33"
"45,Sc,South Carolina,274,1.04,743,1.45"
"32,Nv,Nevada,252,0.96,441,0.86"
"40,Ok,Oklahoma,251,0.96,542,1.06"
"47,Tn,Tennessee,244,0.93,491,0.96"
"18,In,Indiana,239,0.91,428,0.84"
"21,Ky,Kentucky,236,0.9,531,1.04"
"01,Al,Alabama,230,0.88,562,1.1"
"09,Ct,Connecticut,219,0.83,412,0.81"
"55,Wi,Wisconsin,216,0.82,329,0.64"
"49,Ut,Utah,170,0.65,337,0.66"
"35,Nm,New Mexico,163,0.62,327,0.64"
"16,Id,Idaho,139,0.53,257,0.5"
"28,Ms,Mississippi,125,0.48,260,0.51"
"31,Ne,Nebraska,122,0.47,245,0.48"
"19,Ia,Iowa,121,0.46,204,0.4"
"05,Ar,Arkansas,116,0.44,208,0.41"
"23,Me,Maine,109,0.42,174,0.34"
"33,Nh,New Hampshire,101,0.39,172,0.34"
"30,Mt,Montana,97,0.37,166,0.32"
"11,Dc,District of Columbia,74,0.28,120,0.23"
"44,Ri,Rhode Island,69,0.26,143,0.28"
"54,Wv,West Virginia,61,0.23,115,0.22"
"50,Vt,Vermont,48,0.18,75,0.15"
"56,Wy,Wyoming,46,0.18,101,0.2"
"46,Sd,South Dakota,41,0.16,72,0.14"
"38,Nd,North Dakota,40,0.15,80,0.16"
"10,De,Delaware,33,0.13,64,0.13"
"15,,State Non-Migrant,409367,,869605,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
