"1990 - 1991 State to State Migration Flows  --  INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"TO:,,28-Mississippi,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF ,OF TOTAL,NUMBER OF,OF TOTAL"
"FROM: ,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,27132,,60541,"
"47,Tn,Tennessee,3735,13.77,8113,13.4"
"22,La,Louisiana,3338,12.3,7684,12.69"
"48,Tx,Texas,2117,7.8,4828,7.97"
"12,Fl,Florida,2075,7.65,4455,7.36"
"01,Al,Alabama,2068,7.62,4728,7.81"
"57,FR,Foreign,1533,5.65,3442,5.69"
"06,Ca,California,1283,4.73,2846,4.7"
"13,Ga,Georgia,1170,4.31,2578,4.26"
"17,Il,Illinois,1160,4.28,2521,4.16"
"05,Ar,Arkansas,899,3.31,2127,3.51"
"51,Va,Virginia,687,2.53,1654,2.73"
"37,Nc,North Carolina,647,2.38,1497,2.47"
"29,Mo,Missouri,508,1.87,1087,1.8"
"26,Mi,Michigan,483,1.78,1002,1.66"
"39,Oh,Ohio,402,1.48,847,1.4"
"45,Sc,South Carolina,382,1.41,936,1.55"
"36,Ny,New York,369,1.36,712,1.18"
"18,In,Indiana,345,1.27,736,1.22"
"21,Ky,Kentucky,310,1.14,684,1.13"
"40,Ok,Oklahoma,296,1.09,732,1.21"
"08,Co,Colorado,290,1.07,575,0.95"
"42,Pa,Pennsylvania,274,1.01,524,0.87"
"55,Wi,Wisconsin,236,0.87,495,0.82"
"24,Md,Maryland,222,0.82,478,0.79"
"53,Wa,Washington,216,0.8,539,0.89"
"04,Az,Arizona,207,0.76,472,0.78"
"20,Ks,Kansas,195,0.72,473,0.78"
"34,Nj,New Jersey,171,0.63,380,0.63"
"35,Nm,New Mexico,123,0.45,299,0.49"
"25,Ma,Massachusetts,123,0.45,257,0.42"
"19,Ia,Iowa,110,0.41,237,0.39"
"32,Nv,Nevada,109,0.4,211,0.35"
"27,Mn,Minnesota,96,0.35,194,0.32"
"31,Ne,Nebraska,94,0.35,218,0.36"
"09,Ct,Connecticut,83,0.31,209,0.35"
"15,Hi,Hawaii,81,0.3,189,0.31"
"41,Or,Oregon,76,0.28,162,0.27"
"54,Wv,West Virginia,74,0.27,166,0.27"
"49,Ut,Utah,73,0.27,197,0.33"
"02,Ak,Alaska,68,0.25,154,0.25"
"23,Me,Maine,67,0.25,161,0.27"
"33,Nh,New Hampshire,57,0.21,115,0.19"
"11,Dc,District of Columbia,49,0.18,77,0.13"
"30,Mt,Montana,38,0.14,92,0.15"
"44,Ri,Rhode Island,35,0.13,84,0.14"
"38,Nd,North Dakota,33,0.12,74,0.12"
"16,Id,Idaho,28,0.1,69,0.11"
"10,De,Delaware,27,0.1,64,0.11"
"56,Wy,Wyoming,27,0.1,70,0.12"
"46,Sd,South Dakota,25,0.09,64,0.11"
"50,Vt,Vermont,18,0.07,33,0.05"
"28,,State Non-Migrant,796838,,1946544,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
