"1990 - 1991 State to State Migration Flows  --  INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"TO:,,50-Vermont,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF ,OF TOTAL,NUMBER OF,OF TOTAL"
"FROM: ,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,8645,,15429,"
"25,Ma,Massachusetts,1450,16.77,2549,16.52"
"33,Nh,New Hampshire,1362,15.75,2449,15.87"
"36,Ny,New York,1280,14.81,2271,14.72"
"09,Ct,Connecticut,681,7.88,1203,7.8"
"12,Fl,Florida,471,5.45,797,5.17"
"34,Nj,New Jersey,417,4.82,729,4.72"
"06,Ca,California,371,4.29,658,4.26"
"42,Pa,Pennsylvania,262,3.03,470,3.05"
"23,Me,Maine,251,2.9,406,2.63"
"57,FR,Foreign,200,2.31,385,2.5"
"51,Va,Virginia,169,1.95,312,2.02"
"44,Ri,Rhode Island,138,1.6,230,1.49"
"24,Md,Maryland,124,1.43,218,1.41"
"48,Tx,Texas,121,1.4,252,1.63"
"39,Oh,Ohio,113,1.31,205,1.33"
"37,Nc,North Carolina,102,1.18,194,1.26"
"08,Co,Colorado,90,1.04,142,0.92"
"17,Il,Illinois,85,0.98,170,1.1"
"04,Az,Arizona,82,0.95,152,0.99"
"26,Mi,Michigan,74,0.86,141,0.91"
"13,Ga,Georgia,72,0.83,126,0.82"
"53,Wa,Washington,66,0.76,133,0.86"
"27,Mn,Minnesota,46,0.53,79,0.51"
"45,Sc,South Carolina,43,0.5,90,0.58"
"18,In,Indiana,40,0.46,86,0.56"
"47,Tn,Tennessee,35,0.4,57,0.37"
"55,Wi,Wisconsin,33,0.38,61,0.4"
"21,Ky,Kentucky,31,0.36,54,0.35"
"29,Mo,Missouri,30,0.35,45,0.29"
"11,Dc,District of Columbia,29,0.34,41,0.27"
"01,Al,Alabama,27,0.31,58,0.38"
"41,Or,Oregon,27,0.31,59,0.38"
"22,La,Louisiana,27,0.31,41,0.27"
"49,Ut,Utah,24,0.28,42,0.27"
"15,Hi,Hawaii,24,0.28,40,0.26"
"30,Mt,Montana,21,0.24,26,0.17"
"35,Nm,New Mexico,21,0.24,43,0.28"
"19,Ia,Iowa,20,0.23,29,0.19"
"02,Ak,Alaska,20,0.23,47,0.3"
"20,Ks,Kansas,20,0.23,45,0.29"
"40,Ok,Oklahoma,20,0.23,42,0.27"
"10,De,Delaware,19,0.22,31,0.2"
"54,Wv,West Virginia,15,0.17,31,0.2"
"31,Ne,Nebraska,15,0.17,31,0.2"
"16,Id,Idaho,15,0.17,24,0.16"
"32,Nv,Nevada,15,0.17,27,0.17"
"05,Ar,Arkansas,13,0.15,28,0.18"
"28,Ms,Mississippi,13,0.15,31,0.2"
"56,Wy,Wyoming,8,0.09,21,0.14"
"38,Nd,North Dakota,7,0.08,20,0.13"
"46,Sd,South Dakota,6,0.07,8,0.05"
"50,,State Non-Migrant,209020,,456315,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
