"1990 - 1991 State to State Migration Flows  --  INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"TO:,,26-Michigan,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF ,OF TOTAL,NUMBER OF,OF TOTAL"
"FROM: ,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,60159,,120912,"
"12,Fl,Florida,6014,10,10947,9.05"
"39,Oh,Ohio,5487,9.12,11105,9.18"
"06,Ca,California,4947,8.22,9636,7.97"
"17,Il,Illinois,4333,7.2,8572,7.09"
"57,FR,Foreign,3733,6.21,7358,6.09"
"18,In,Indiana,3707,6.16,7674,6.35"
"48,Tx,Texas,3400,5.65,7478,6.18"
"36,Ny,New York,2051,3.41,4007,3.31"
"55,Wi,Wisconsin,1887,3.14,3764,3.11"
"51,Va,Virginia,1578,2.62,3182,2.63"
"42,Pa,Pennsylvania,1569,2.61,3262,2.7"
"37,Nc,North Carolina,1509,2.51,3007,2.49"
"13,Ga,Georgia,1444,2.4,2922,2.42"
"04,Az,Arizona,1395,2.32,2639,2.18"
"47,Tn,Tennessee,1242,2.06,2562,2.12"
"29,Mo,Missouri,1055,1.75,2291,1.89"
"08,Co,Colorado,1052,1.75,2176,1.8"
"27,Mn,Minnesota,1011,1.68,2048,1.69"
"25,Ma,Massachusetts,1008,1.68,1806,1.49"
"21,Ky,Kentucky,977,1.62,2005,1.66"
"34,Nj,New Jersey,910,1.51,1886,1.56"
"24,Md,Maryland,730,1.21,1471,1.22"
"53,Wa,Washington,719,1.2,1519,1.26"
"01,Al,Alabama,649,1.08,1362,1.13"
"45,Sc,South Carolina,594,0.99,1236,1.02"
"40,Ok,Oklahoma,529,0.88,1089,0.9"
"09,Ct,Connecticut,527,0.88,1077,0.89"
"19,Ia,Iowa,523,0.87,1068,0.88"
"22,La,Louisiana,511,0.85,1116,0.92"
"20,Ks,Kansas,509,0.85,1094,0.9"
"05,Ar,Arkansas,433,0.72,888,0.73"
"28,Ms,Mississippi,386,0.64,887,0.73"
"32,Nv,Nevada,348,0.58,630,0.52"
"15,Hi,Hawaii,328,0.55,618,0.51"
"33,Nh,New Hampshire,313,0.52,689,0.57"
"31,Ne,Nebraska,270,0.45,601,0.5"
"35,Nm,New Mexico,256,0.43,515,0.43"
"41,Or,Oregon,250,0.42,492,0.41"
"02,Ak,Alaska,243,0.4,550,0.45"
"49,Ut,Utah,231,0.38,564,0.47"
"54,Wv,West Virginia,221,0.37,454,0.38"
"23,Me,Maine,199,0.33,436,0.36"
"38,Nd,North Dakota,149,0.25,330,0.27"
"11,Dc,District of Columbia,148,0.25,211,0.17"
"30,Mt,Montana,132,0.22,289,0.24"
"44,Ri,Rhode Island,129,0.21,245,0.2"
"46,Sd,South Dakota,129,0.21,283,0.23"
"10,De,Delaware,108,0.18,257,0.21"
"16,Id,Idaho,108,0.18,237,0.2"
"56,Wy,Wyoming,106,0.18,220,0.18"
"50,Vt,Vermont,72,0.12,157,0.13"
"26,,State Non-Migrant,3255543,,7249539,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
