"1990 - 1991 State to State Migration Flows  --  INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"TO:,,04-Arizona,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF ,OF TOTAL,NUMBER OF,OF TOTAL"
"FROM: ,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,78319,,159653,"
"06,Ca,California,19465,24.85,41262,25.84"
"48,Tx,Texas,4505,5.75,9560,5.99"
"35,Nm,New Mexico,4008,5.12,10740,6.73"
"08,Co,Colorado,3645,4.65,6959,4.36"
"17,Il,Illinois,3551,4.53,6604,4.14"
"57,FR,Foreign,3087,3.94,6913,4.33"
"36,Ny,New York,2508,3.2,4505,2.82"
"53,Wa,Washington,2366,3.02,4589,2.87"
"32,Nv,Nevada,2249,2.87,4661,2.92"
"26,Mi,Michigan,2156,2.75,3851,2.41"
"12,Fl,Florida,1978,2.53,3702,2.32"
"39,Oh,Ohio,1872,2.39,3516,2.2"
"49,Ut,Utah,1598,2.04,3970,2.49"
"27,Mn,Minnesota,1485,1.9,2687,1.68"
"42,Pa,Pennsylvania,1461,1.87,2590,1.62"
"41,Or,Oregon,1351,1.72,2624,1.64"
"55,Wi,Wisconsin,1308,1.67,2293,1.44"
"29,Mo,Missouri,1296,1.65,2518,1.58"
"34,Nj,New Jersey,1206,1.54,2240,1.4"
"18,In,Indiana,1127,1.44,2176,1.36"
"51,Va,Virginia,1056,1.35,2176,1.36"
"19,Ia,Iowa,1055,1.35,1845,1.16"
"25,Ma,Massachusetts,1032,1.32,1768,1.11"
"20,Ks,Kansas,963,1.23,1872,1.17"
"40,Ok,Oklahoma,904,1.15,1856,1.16"
"37,Nc,North Carolina,768,0.98,1639,1.03"
"13,Ga,Georgia,737,0.94,1503,0.94"
"31,Ne,Nebraska,734,0.94,1268,0.79"
"24,Md,Maryland,670,0.86,1264,0.79"
"09,Ct,Connecticut,660,0.84,1223,0.77"
"15,Hi,Hawaii,639,0.82,1306,0.82"
"16,Id,Idaho,628,0.8,1447,0.91"
"30,Mt,Montana,584,0.75,1046,0.66"
"47,Tn,Tennessee,544,0.69,1133,0.71"
"56,Wy,Wyoming,505,0.64,978,0.61"
"02,Ak,Alaska,496,0.63,1012,0.63"
"05,Ar,Arkansas,452,0.58,994,0.62"
"22,La,Louisiana,440,0.56,934,0.59"
"33,Nh,New Hampshire,401,0.51,800,0.5"
"46,Sd,South Dakota,392,0.5,699,0.44"
"38,Nd,North Dakota,390,0.5,715,0.45"
"21,Ky,Kentucky,361,0.46,755,0.47"
"01,Al,Alabama,335,0.43,783,0.49"
"45,Sc,South Carolina,333,0.43,778,0.49"
"28,Ms,Mississippi,224,0.29,469,0.29"
"23,Me,Maine,221,0.28,414,0.26"
"50,Vt,Vermont,142,0.18,225,0.14"
"44,Ri,Rhode Island,133,0.17,225,0.14"
"54,Wv,West Virginia,130,0.17,271,0.17"
"11,Dc,District of Columbia,93,0.12,134,0.08"
"10,De,Delaware,75,0.1,161,0.1"
"04,,State Non-Migrant,1196284,,2755844,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
