"1990 - 1991 State to State Migration Flows  --  INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"TO:,,17-Illinois,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF ,OF TOTAL,NUMBER OF,OF TOTAL"
"FROM: ,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,97133,,187602,"
"06,Ca,California,9156,9.43,18821,10.03"
"18,In,Indiana,6648,6.84,12193,6.5"
"29,Mo,Missouri,6538,6.73,12563,6.7"
"12,Fl,Florida,6333,6.52,11665,6.22"
"55,Wi,Wisconsin,5864,6.04,9908,5.28"
"48,Tx,Texas,5849,6.02,12782,6.81"
"26,Mi,Michigan,5153,5.31,8630,4.6"
"57,FR,Foreign,4642,4.78,9427,5.02"
"19,Ia,Iowa,4118,4.24,7729,4.12"
"39,Oh,Ohio,3800,3.91,7093,3.78"
"36,Ny,New York,3198,3.29,5525,2.95"
"04,Az,Arizona,2290,2.36,4314,2.3"
"27,Mn,Minnesota,2106,2.17,3880,2.07"
"51,Va,Virginia,2077,2.14,4374,2.33"
"13,Ga,Georgia,2043,2.1,4171,2.22"
"42,Pa,Pennsylvania,1996,2.05,3941,2.1"
"47,Tn,Tennessee,1924,1.98,3928,2.09"
"08,Co,Colorado,1850,1.9,3659,1.95"
"34,Nj,New Jersey,1694,1.74,3371,1.8"
"37,Nc,North Carolina,1668,1.72,3286,1.75"
"25,Ma,Massachusetts,1664,1.71,2743,1.46"
"21,Ky,Kentucky,1428,1.47,2928,1.56"
"20,Ks,Kansas,1259,1.3,2568,1.37"
"53,Wa,Washington,1069,1.1,2226,1.19"
"24,Md,Maryland,1065,1.1,2055,1.1"
"28,Ms,Mississippi,1005,1.03,2203,1.17"
"09,Ct,Connecticut,961,0.99,1843,0.98"
"05,Ar,Arkansas,960,0.99,2045,1.09"
"40,Ok,Oklahoma,907,0.93,1858,0.99"
"22,La,Louisiana,830,0.85,1774,0.95"
"01,Al,Alabama,780,0.8,1528,0.81"
"45,Sc,South Carolina,711,0.73,1610,0.86"
"31,Ne,Nebraska,705,0.73,1385,0.74"
"32,Nv,Nevada,555,0.57,1038,0.55"
"15,Hi,Hawaii,507,0.52,1036,0.55"
"41,Or,Oregon,434,0.45,844,0.45"
"35,Nm,New Mexico,434,0.45,886,0.47"
"33,Nh,New Hampshire,320,0.33,667,0.36"
"11,Dc,District of Columbia,317,0.33,402,0.21"
"49,Ut,Utah,314,0.32,756,0.4"
"54,Wv,West Virginia,220,0.23,429,0.23"
"46,Sd,South Dakota,220,0.23,416,0.22"
"38,Nd,North Dakota,218,0.22,453,0.24"
"23,Me,Maine,204,0.21,408,0.22"
"02,Ak,Alaska,204,0.21,468,0.25"
"44,Ri,Rhode Island,190,0.2,382,0.2"
"10,De,Delaware,176,0.18,354,0.19"
"16,Id,Idaho,150,0.15,300,0.16"
"30,Mt,Montana,145,0.15,284,0.15"
"56,Wy,Wyoming,144,0.15,309,0.16"
"50,Vt,Vermont,90,0.09,144,0.08"
"17,,State Non-Migrant,4170491,,9253314,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
