"1990 - 1991 State to State Migration Flows  --  INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"TO:,,47-Tennessee,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF ,OF TOTAL,NUMBER OF,OF TOTAL"
"FROM: ,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,66519,,143664,"
"12,Fl,Florida,5934,8.92,12400,8.63"
"13,Ga,Georgia,5738,8.63,12012,8.36"
"21,Ky,Kentucky,4404,6.62,9416,6.55"
"28,Ms,Mississippi,3724,5.6,7663,5.33"
"48,Tx,Texas,3628,5.45,8316,5.79"
"26,Mi,Michigan,3240,4.87,7511,5.23"
"06,Ca,California,3159,4.75,6780,4.72"
"01,Al,Alabama,3100,4.66,6680,4.65"
"37,Nc,North Carolina,3046,4.58,6686,4.65"
"51,Va,Virginia,2993,4.5,6286,4.38"
"17,Il,Illinois,2489,3.74,5268,3.67"
"57,FR,Foreign,2463,3.7,5868,4.08"
"39,Oh,Ohio,2392,3.6,5038,3.51"
"05,Ar,Arkansas,2059,3.1,4232,2.95"
"18,In,Indiana,1933,2.91,4109,2.86"
"45,Sc,South Carolina,1473,2.21,3444,2.4"
"29,Mo,Missouri,1438,2.16,3019,2.1"
"22,La,Louisiana,1332,2,3020,2.1"
"36,Ny,New York,1306,1.96,2584,1.8"
"42,Pa,Pennsylvania,1147,1.72,2552,1.78"
"24,Md,Maryland,872,1.31,1858,1.29"
"40,Ok,Oklahoma,850,1.28,1962,1.37"
"34,Nj,New Jersey,782,1.18,1669,1.16"
"04,Az,Arizona,611,0.92,1353,0.94"
"08,Co,Colorado,577,0.87,1259,0.88"
"55,Wi,Wisconsin,568,0.85,1281,0.89"
"25,Ma,Massachusetts,496,0.75,1057,0.74"
"53,Wa,Washington,480,0.72,1099,0.76"
"20,Ks,Kansas,472,0.71,1052,0.73"
"54,Wv,West Virginia,455,0.68,951,0.66"
"09,Ct,Connecticut,355,0.53,771,0.54"
"27,Mn,Minnesota,337,0.51,639,0.44"
"19,Ia,Iowa,304,0.46,686,0.48"
"15,Hi,Hawaii,252,0.38,667,0.46"
"35,Nm,New Mexico,224,0.34,489,0.34"
"32,Nv,Nevada,223,0.34,428,0.3"
"33,Nh,New Hampshire,187,0.28,377,0.26"
"41,Or,Oregon,167,0.25,331,0.23"
"31,Ne,Nebraska,165,0.25,340,0.24"
"23,Me,Maine,161,0.24,363,0.25"
"02,Ak,Alaska,135,0.2,370,0.26"
"49,Ut,Utah,119,0.18,270,0.19"
"10,De,Delaware,119,0.18,264,0.18"
"44,Ri,Rhode Island,105,0.16,216,0.15"
"11,Dc,District of Columbia,103,0.15,160,0.11"
"16,Id,Idaho,90,0.14,205,0.14"
"30,Mt,Montana,68,0.1,141,0.1"
"56,Wy,Wyoming,63,0.09,135,0.09"
"50,Vt,Vermont,62,0.09,139,0.1"
"46,Sd,South Dakota,60,0.09,127,0.09"
"38,Nd,North Dakota,59,0.09,121,0.08"
"47,,State Non-Migrant,1716397,,3877389,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
